year,month,day,date,time,time,pressure (hPa),humidity (%),temperature (degC)
2019,4,5,,00:20,,1019.1,82,-0.9
2019,4,5,,00:30,,1019.1,83,-1.2
2019,4,5,,00:40,,1019.1,84,-1.4
2019,4,5,,00:50,,1019.1,82,-1.4
2019,4,5,,01:00,,1019.1,81,-1
2019,4,5,,01:10,,1019.1,85,-1.4
2019,4,5,,01:20,,1019.1,84,-1.3
2019,4,5,,01:30,,1019.2,82,-1.1
2019,4,5,,01:40,,1019.2,83,-1.2
2019,4,5,,01:50,,1019.3,85,-1.4
2019,4,5,,02:00,,1019.3,84,-1.4
2019,4,5,,02:10,,1019.2,85,-1.6
2019,4,5,,02:20,,1019.2,85,-1.7
2019,4,5,,02:30,,1019.2,87,-1.8
2019,4,5,,02:40,,1019.2,88,-2.1
2019,4,5,,02:50,,1019.2,89,-2.2
2019,4,5,,03:00,,1019.2,86,-1.8
2019,4,5,,03:10,,1019.3,85,-1.8
2019,4,5,,03:20,,1019.3,88,-2
2019,4,5,,03:30,,1019.4,85,-1.7
2019,4,5,,03:40,,1019.5,86,-1.6
2019,4,5,,03:50,,1019.7,85,-1.4
2019,4,5,,04:00,,1019.7,86,-1.5
2019,4,5,,04:10,,1019.7,89,-1.8
2019,4,5,,04:20,,1019.8,85,-1
2019,4,5,,04:30,,1019.8,84,-0.7
2019,4,5,,04:40,,1019.8,80,0.1
2019,4,5,,04:50,,1019.8,78,1.2
2019,4,5,,05:00,,1019.8,71,2.4
2019,4,5,,05:10,,1019.8,72,2.5
2019,4,5,,05:20,,1019.8,72,2.8
2019,4,5,,05:30,,1019.9,71,3.2
2019,4,5,,05:40,,1019.9,70,3.2
2019,4,5,,05:50,,1020,68,3.8
2019,4,5,,06:00,,1020,69,4
2019,4,5,,06:10,,1020,64,5
2019,4,5,,06:20,,1020.1,59,5.9
2019,4,5,,06:30,,1020.1,54,6.1
2019,4,5,,06:40,,1020.2,54,6
2019,4,5,,06:50,,1020.3,52,6.4
2019,4,5,,07:00,,1020.4,52,6.4
2019,4,5,,07:10,,1020.5,51,6.9
2019,4,5,,07:20,,1020.5,50,7.3
2019,4,5,,07:30,,1020.5,49,7.5
2019,4,5,,07:40,,1020.6,47,8.1
2019,4,5,,07:50,,1020.7,46,8.3
2019,4,5,,08:00,,1020.7,47,8.6
2019,4,5,,08:10,,1020.8,47,8.9
2019,4,5,,08:20,,1020.8,46,9.1
2019,4,5,,08:30,,1020.9,44,9.2
2019,4,5,,08:40,,1020.9,42,9.8
2019,4,5,,08:50,,1020.9,43,9.9
2019,4,5,,09:00,,1021,42,10.2
2019,4,5,,09:10,,1021,39,10.4
2019,4,5,,09:20,,1021,39,10.6
2019,4,5,,09:30,,1021,36,11.4
2019,4,5,,09:40,,1021,35,11.4
2019,4,5,,09:50,,1021,35,11.2
2019,4,5,,10:00,,1021,35,11.4
2019,4,5,,10:10,,1021.1,34,11
2019,4,5,,10:20,,1021.2,33,11.3
2019,4,5,,10:30,,1021.2,33,11.7
2019,4,5,,10:40,,1021.2,31,11.8
2019,4,5,,10:50,,1021.3,30,11.9
2019,4,5,,11:00,,1021.3,29,12.1
2019,4,5,,11:10,,1021.4,29,12.4
2019,4,5,,11:20,,1021.4,29,12.1
2019,4,5,,11:30,,1021.5,28,12.5
2019,4,5,,11:40,,1021.5,28,12.3
2019,4,5,,11:50,,1021.6,27,12.4
2019,4,5,,12:00,,1021.7,28,12.9
2019,4,5,,12:10,,1021.7,25,12.2
2019,4,5,,12:20,,1021.7,27,12.3
2019,4,5,,12:30,,1021.7,27,12.2
2019,4,5,,12:40,,1021.8,27,12.3
2019,4,5,,12:50,,1021.8,27,12.2
2019,4,5,,13:00,,1021.9,27,12
2019,4,5,,13:10,,1021.9,28,12.4
2019,4,5,,13:20,,1021.9,27,12.1
2019,4,5,,13:30,,1021.9,27,12.5
2019,4,5,,13:40,,1021.9,27,12.4
2019,4,5,,13:50,,1022,28,12.4
2019,4,5,,14:00,,1022,27,12.3
2019,4,5,,14:10,,1022,28,12.3
2019,4,5,,14:20,,1022.1,28,12
2019,4,5,,14:30,,1022.1,30,12.1
2019,4,5,,14:40,,1022.1,28,11.7
2019,4,5,,14:50,,1022.2,28,11.5
2019,4,5,,15:00,,1022.3,29,11.5
2019,4,5,,15:10,,1022.2,29,11.4
2019,4,5,,15:20,,1022.2,30,11.2
2019,4,5,,15:30,,1022.2,30,11.3
2019,4,5,,15:40,,1022.3,29,11.1
2019,4,5,,15:50,,1022.3,30,11
2019,4,5,,16:00,,1022.3,30,10.9
2019,4,5,,16:10,,1022.3,31,10.5
2019,4,5,,16:20,,1022.4,32,10.2
2019,4,5,,16:30,,1022.4,33,9.9
2019,4,5,,16:40,,1022.5,34,9.6
2019,4,5,,16:50,,1022.6,34,9.4
2019,4,5,,17:00,,1022.7,34,9.1
2019,4,5,,17:10,,1022.8,36,8.6
2019,4,5,,17:20,,1022.9,36,8.3
2019,4,5,,17:30,,1023,37,8.1
2019,4,5,,17:40,,1023.2,38,7.6
2019,4,5,,17:50,,1023.3,39,7.2
2019,4,5,,18:00,,1023.5,41,6.9
2019,4,5,,18:10,,1023.6,40,7.1
2019,4,5,,18:20,,1023.7,40,6.9
2019,4,5,,18:30,,1023.8,41,6.7
2019,4,5,,18:40,,1023.8,42,6.4
2019,4,5,,18:50,,1023.9,42,6.3
2019,4,5,,19:00,,1024,43,6.2
2019,4,5,,19:10,,1024.1,44,5.9
2019,4,5,,19:20,,1024.2,45,5.7
2019,4,5,,19:30,,1024.3,47,5.3
2019,4,5,,19:40,,1024.4,48,5.1
2019,4,5,,19:50,,1024.5,49,5
2019,4,5,,20:00,,1024.5,49,5
2019,4,5,,20:10,,1024.6,50,4.8
2019,4,5,,20:20,,1024.6,51,4.4
2019,4,5,,20:30,,1024.7,52,4.3
2019,4,5,,20:40,,1024.8,53,4.1
2019,4,5,,20:50,,1024.9,54,4
2019,4,5,,21:00,,1025.1,55,4
2019,4,5,,21:10,,1025.2,53,4.3
2019,4,5,,21:20,,1025.3,54,4
2019,4,5,,21:30,,1025.4,55,3.5
2019,4,5,,21:40,,1025.4,57,3.6
2019,4,5,,21:50,,1025.6,63,1.9
2019,4,5,,22:00,,1025.6,62,2.2
2019,4,5,,22:10,,1025.6,61,2.5
2019,4,5,,22:20,,1025.7,60,2.6
2019,4,5,,22:30,,1025.7,60,2.5
2019,4,5,,22:40,,1025.7,59,2.6
2019,4,5,,22:50,,1025.8,62,2.1
2019,4,5,,23:00,,1025.9,60,2.4
2019,4,5,,23:10,,1025.9,62,2
2019,4,5,,23:20,,1025.9,66,1.2
2019,4,5,,23:30,,1025.8,68,0.6
2019,4,5,,23:40,,1025.9,75,-0.5
2019,4,5,,23:50,,1025.9,68,0.9
2019,4,6,,00:00,,1025.9,63,1.7
2019,4,6,,00:10,,1026,63,1.6
2019,4,6,,00:20,,1026,66,1.1
2019,4,6,,00:30,,1026,66,1.1
2019,4,6,,00:40,,1026,64,1.6
2019,4,6,,00:50,,1026,68,1
2019,4,6,,01:00,,1026.1,65,1.6
2019,4,6,,01:10,,1026.1,65,1.5
2019,4,6,,01:20,,1026.1,69,0.9
2019,4,6,,01:30,,1026.1,68,1.2
2019,4,6,,01:40,,1026.2,71,0.6
2019,4,6,,01:50,,1026.2,69,1
2019,4,6,,02:00,,1026.2,71,0.8
2019,4,6,,02:10,,1026.2,71,0.9
2019,4,6,,02:20,,1026.2,72,0.7
2019,4,6,,02:30,,1026.2,73,0.7
2019,4,6,,02:40,,1026.1,72,0.9
2019,4,6,,02:50,,1026.1,72,0.8
2019,4,6,,03:00,,1026.1,74,0.4
2019,4,6,,03:10,,1026.1,75,0.2
2019,4,6,,03:20,,1026,76,0.2
2019,4,6,,03:30,,1026.1,75,0.3
2019,4,6,,03:40,,1026.1,76,0
2019,4,6,,03:50,,1026.1,75,0.3
2019,4,6,,04:00,,1026.1,73,0.9
2019,4,6,,04:10,,1026,72,1.1
2019,4,6,,04:20,,1026,72,1
2019,4,6,,04:30,,1026,72,1.2
2019,4,6,,04:40,,1026,70,1.6
2019,4,6,,04:50,,1026,72,1.8
2019,4,6,,05:00,,1026,71,2.3
2019,4,6,,05:10,,1026,70,3
2019,4,6,,05:20,,1026,66,3.5
2019,4,6,,05:30,,1026,62,4.1
2019,4,6,,05:40,,1026,57,4.7
2019,4,6,,05:50,,1026,55,5
2019,4,6,,06:00,,1026,53,5.5
2019,4,6,,06:10,,1026.1,51,6.1
2019,4,6,,06:20,,1026.1,48,6.7
2019,4,6,,06:30,,1026.1,46,7.1
2019,4,6,,06:40,,1026.2,44,7.5
2019,4,6,,06:50,,1026.2,42,7.9
2019,4,6,,07:00,,1026.2,40,8.3
2019,4,6,,07:10,,1026.3,38,8.7
2019,4,6,,07:20,,1026.3,37,9
2019,4,6,,07:30,,1026.3,36,9
2019,4,6,,07:40,,1026.2,35,9.4
2019,4,6,,07:50,,1026.2,36,9.4
2019,4,6,,08:00,,1026.2,35,9.8
2019,4,6,,08:10,,1026.2,34,10
2019,4,6,,08:20,,1026.1,35,10
2019,4,6,,08:30,,1026.1,33,10.2
2019,4,6,,08:40,,1026,32,10.9
2019,4,6,,08:50,,1026,31,10.7
2019,4,6,,09:00,,1025.9,30,11.1
2019,4,6,,09:10,,1025.9,30,10.9
2019,4,6,,09:20,,1025.8,30,11.1
2019,4,6,,09:30,,1025.8,29,11.2
2019,4,6,,09:40,,1025.7,29,11.5
2019,4,6,,09:50,,1025.6,28,11.5
2019,4,6,,10:00,,1025.4,28,11.7
2019,4,6,,10:10,,1025.3,27,11.9
2019,4,6,,10:20,,1025.3,28,11.6
2019,4,6,,10:30,,1025.2,27,11.6
2019,4,6,,10:40,,1025.2,26,12.1
2019,4,6,,10:50,,1025.1,27,12.2
2019,4,6,,11:00,,1024.9,26,12.1
2019,4,6,,11:10,,1024.8,26,11.9
2019,4,6,,11:20,,1024.7,26,12.1
2019,4,6,,11:30,,1024.6,26,12.2
2019,4,6,,11:40,,1024.6,26,12.2
2019,4,6,,11:50,,1024.4,25,11.9
2019,4,6,,12:00,,1024.3,26,11.8
2019,4,6,,12:10,,1024.2,24,11.8
2019,4,6,,12:20,,1024.1,25,11.9
2019,4,6,,12:30,,1024,25,12.2
2019,4,6,,12:40,,1023.8,25,12.3
2019,4,6,,12:50,,1023.6,25,12.2
2019,4,6,,13:00,,1023.5,24,12.3
2019,4,6,,13:10,,1023.4,24,12.1
2019,4,6,,13:20,,1023.2,24,12.1
2019,4,6,,13:30,,1023.1,25,11.9
2019,4,6,,13:40,,1023,25,11.8
2019,4,6,,13:50,,1022.9,25,11.9
2019,4,6,,14:00,,1022.8,25,11.9
2019,4,6,,14:10,,1022.7,26,11.6
2019,4,6,,14:20,,1022.5,27,12.1
2019,4,6,,14:30,,1022.4,26,11.8
2019,4,6,,14:40,,1022.3,26,11.7
2019,4,6,,14:50,,1022.2,27,11.6
2019,4,6,,15:00,,1022.1,27,11.4
2019,4,6,,15:10,,1022,27,11.2
2019,4,6,,15:20,,1022,27,11
2019,4,6,,15:30,,1021.9,27,11
2019,4,6,,15:40,,1021.8,28,10.8
2019,4,6,,15:50,,1021.7,29,10.6
2019,4,6,,16:00,,1021.6,29,10.5
2019,4,6,,16:10,,1021.5,30,10.1
2019,4,6,,16:20,,1021.4,31,9.8
2019,4,6,,16:30,,1021.3,31,9.5
2019,4,6,,16:40,,1021.3,33,9.2
2019,4,6,,16:50,,1021.2,33,9
2019,4,6,,17:00,,1021.1,34,8.5
2019,4,6,,17:10,,1021.1,34,8.3
2019,4,6,,17:20,,1021,34,8
2019,4,6,,17:30,,1020.9,35,7.7
2019,4,6,,17:40,,1020.9,36,7.5
2019,4,6,,17:50,,1020.8,36,7.3
2019,4,6,,18:00,,1020.8,37,7.1
2019,4,6,,18:10,,1020.7,38,6.8
2019,4,6,,18:20,,1020.7,39,6.5
2019,4,6,,18:30,,1020.6,40,6.2
2019,4,6,,18:40,,1020.5,41,6
2019,4,6,,18:50,,1020.4,42,5.7
2019,4,6,,19:00,,1020.3,42,5.7
2019,4,6,,19:10,,1020.4,43,5.4
2019,4,6,,19:20,,1020.3,44,5.4
2019,4,6,,19:30,,1020.3,47,4.7
2019,4,6,,19:40,,1020.2,45,5.3
2019,4,6,,19:50,,1020.2,48,4.5
2019,4,6,,20:00,,1020.1,47,4.9
2019,4,6,,20:10,,1020,48,4.7
2019,4,6,,20:20,,1020,49,4.6
2019,4,6,,20:30,,1019.8,50,4.1
2019,4,6,,20:40,,1019.8,52,3.9
2019,4,6,,20:50,,1019.8,56,2.9
2019,4,6,,21:00,,1019.7,54,3.4
2019,4,6,,21:10,,1019.6,57,2.6
2019,4,6,,21:20,,1019.3,57,2.8
2019,4,6,,21:30,,1019.1,57,3.2
2019,4,6,,21:40,,1019,58,2.9
2019,4,6,,21:50,,1018.9,63,1.4
2019,4,6,,22:00,,1018.8,62,1.6
2019,4,6,,22:10,,1018.7,57,2.6
2019,4,6,,22:20,,1018.6,58,2.5
2019,4,6,,22:30,,1018.5,57,2.6
2019,4,6,,22:40,,1018.3,57,2.5
2019,4,6,,22:50,,1018.1,60,1.9
2019,4,6,,23:00,,1018,60,1.9
2019,4,6,,23:10,,1017.9,63,1.3
2019,4,6,,23:20,,1017.9,68,0.5
2019,4,6,,23:30,,1017.8,68,0.6
2019,4,6,,23:40,,1017.6,62,1.6
2019,4,6,,23:50,,1017.6,63,1.4
2019,4,7,,00:00,,1017.5,66,1.1
2019,4,7,,00:10,,1017.4,69,0.4
2019,4,7,,00:20,,1017.2,67,0.8
2019,4,7,,00:30,,1017.1,66,1.1
2019,4,7,,00:40,,1017,66,1.1
2019,4,7,,00:50,,1017,76,-0.8
2019,4,7,,01:00,,1016.9,72,0.2
2019,4,7,,01:10,,1016.8,73,0.1
2019,4,7,,01:20,,1016.6,72,0.3
2019,4,7,,01:30,,1016.6,77,-0.7
2019,4,7,,01:40,,1016.5,77,-0.5
2019,4,7,,01:50,,1016.4,78,-0.7
2019,4,7,,02:00,,1016.2,77,-0.6
2019,4,7,,02:10,,1016.1,79,-1
2019,4,7,,02:20,,1016,79,-0.7
2019,4,7,,02:30,,1016,79,-0.9
2019,4,7,,02:40,,1015.9,78,-0.6
2019,4,7,,02:50,,1015.8,79,-1
2019,4,7,,03:00,,1015.7,80,-1.1
2019,4,7,,03:10,,1015.6,80,-0.9
2019,4,7,,03:20,,1015.4,75,0.2
2019,4,7,,03:30,,1015.2,74,0.4
2019,4,7,,03:40,,1015.1,76,0.1
2019,4,7,,03:50,,1015.1,71,1.1
2019,4,7,,04:00,,1015,71,1.1
2019,4,7,,04:10,,1014.8,73,0.9
2019,4,7,,04:20,,1014.7,71,1.2
2019,4,7,,04:30,,1014.6,69,1.7
2019,4,7,,04:40,,1014.5,69,2
2019,4,7,,04:50,,1014.4,68,2.3
2019,4,7,,05:00,,1014.4,68,2.4
2019,4,7,,05:10,,1014.2,66,3.2
2019,4,7,,05:20,,1014.1,65,3.7
2019,4,7,,05:30,,1014.1,64,4
2019,4,7,,05:40,,1014.1,63,4.5
2019,4,7,,05:50,,1014,62,4.6
2019,4,7,,06:00,,1013.9,62,4.8
2019,4,7,,06:10,,1013.9,60,5.2
2019,4,7,,06:20,,1013.8,58,5.3
2019,4,7,,06:30,,1013.8,58,5.5
2019,4,7,,06:40,,1013.7,57,5.7
2019,4,7,,06:50,,1013.6,55,5.8
2019,4,7,,07:00,,1013.6,55,6.2
2019,4,7,,07:10,,1013.5,55,6.2
2019,4,7,,07:20,,1013.5,54,6.4
2019,4,7,,07:30,,1013.4,52,7
2019,4,7,,07:40,,1013.4,53,6.8
2019,4,7,,07:50,,1013.3,51,7.2
2019,4,7,,08:00,,1013.1,51,7.5
2019,4,7,,08:10,,1013,50,7.9
2019,4,7,,08:20,,1013,50,8
2019,4,7,,08:30,,1013,48,8.2
2019,4,7,,08:40,,1012.8,49,8.1
2019,4,7,,08:50,,1012.7,48,8.3
2019,4,7,,09:00,,1012.5,47,8.4
2019,4,7,,09:10,,1012.5,47,8.5
2019,4,7,,09:20,,1012.4,44,9.1
2019,4,7,,09:30,,1012.3,45,9.5
2019,4,7,,09:40,,1012.2,46,9.4
2019,4,7,,09:50,,1012.1,45,9.5
2019,4,7,,10:00,,1012,44,9.7
2019,4,7,,10:10,,1011.9,44,9.9
2019,4,7,,10:20,,1011.9,43,10
2019,4,7,,10:30,,1011.8,42,10
2019,4,7,,10:40,,1011.8,42,10.1
2019,4,7,,10:50,,1011.7,42,10.2
2019,4,7,,11:00,,1011.5,41,10.7
2019,4,7,,11:10,,1011.4,43,10.5
2019,4,7,,11:20,,1011.2,42,10.9
2019,4,7,,11:30,,1011.1,40,11
2019,4,7,,11:40,,1011.1,42,10.9
2019,4,7,,11:50,,1011,43,11.4
2019,4,7,,12:00,,1010.9,40,11.7
2019,4,7,,12:10,,1010.7,39,11.9
2019,4,7,,12:20,,1010.6,40,11.6
2019,4,7,,12:30,,1010.5,39,11.8
2019,4,7,,12:40,,1010.3,39,11.9
2019,4,7,,12:50,,1010.2,39,11.8
2019,4,7,,13:00,,1010.2,39,11.6
2019,4,7,,13:10,,1010,39,11.9
2019,4,7,,13:20,,1009.9,38,11.9
2019,4,7,,13:30,,1009.8,39,11.8
2019,4,7,,13:40,,1009.7,40,11.6
2019,4,7,,13:50,,1009.5,40,11.6
2019,4,7,,14:00,,1009.4,40,11.8
2019,4,7,,14:10,,1009.4,40,11.2
2019,4,7,,14:20,,1009.2,42,11
2019,4,7,,14:30,,1009.2,42,10.9
2019,4,7,,14:40,,1009.1,43,10.9
2019,4,7,,14:50,,1009,43,10.5
2019,4,7,,15:00,,1009,46,10
2019,4,7,,15:10,,1008.9,46,9.9
2019,4,7,,15:20,,1008.8,47,9.9
2019,4,7,,15:30,,1008.8,48,9.6
2019,4,7,,15:40,,1008.7,48,9.6
2019,4,7,,15:50,,1008.5,48,9.5
2019,4,7,,16:00,,1008.4,49,9.4
2019,4,7,,16:10,,1008.3,49,9.2
2019,4,7,,16:20,,1008.2,50,9.1
2019,4,7,,16:30,,1008,50,9
2019,4,7,,16:40,,1007.9,50,9
2019,4,7,,16:50,,1007.9,51,8.9
2019,4,7,,17:00,,1007.8,51,8.8
2019,4,7,,17:10,,1007.7,53,8.6
2019,4,7,,17:20,,1007.7,52,8.8
2019,4,7,,17:30,,1007.5,52,9
2019,4,7,,17:40,,1007.3,51,9.2
2019,4,7,,17:50,,1007.6,51,9.4
2019,4,7,,18:00,,1007.8,51,9.3
2019,4,7,,18:10,,1007.9,55,8.4
2019,4,7,,18:20,,1008,53,8.8
2019,4,7,,18:30,,1007.8,53,8.7
2019,4,7,,18:40,,1007.7,55,8.6
2019,4,7,,18:50,,1007.5,56,8.5
2019,4,7,,19:00,,1007.5,56,8.3
2019,4,7,,19:10,,1007.4,56,8.3
2019,4,7,,19:20,,1007.4,54,8.5
2019,4,7,,19:30,,1007.3,57,8
2019,4,7,,19:40,,1007.3,54,8.5
2019,4,7,,19:50,,1007.3,54,8.5
2019,4,7,,20:00,,1007.2,54,8.5
2019,4,7,,20:10,,1007.2,58,8.3
2019,4,7,,20:20,,1006.8,60,7.9
2019,4,7,,20:30,,1006.8,62,8
2019,4,7,,20:40,,1006.6,66,7.8
2019,4,7,,20:50,,1006.5,67,7.3
2019,4,7,,21:00,,1006.6,61,7.5
2019,4,7,,21:10,,1006.5,60,7.5
2019,4,7,,21:20,,1006.4,61,7.3
2019,4,7,,21:30,,1006.3,63,7
2019,4,7,,21:40,,1006.3,63,6.9
2019,4,7,,21:50,,1006,64,6.8
2019,4,7,,22:00,,1005.9,65,6.4
2019,4,7,,22:10,,1006,67,6.1
2019,4,7,,22:20,,1005.9,65,6.4
2019,4,7,,22:30,,1006,64,5.9
2019,4,7,,22:40,,1006.1,65,5.8
2019,4,7,,22:50,,1005.8,69,5.3
2019,4,7,,23:00,,1005.7,72,4.9
2019,4,7,,23:10,,1005.9,75,4.6
2019,4,7,,23:20,,1005.8,78,4.5
2019,4,7,,23:30,,1005.8,80,4.2
2019,4,7,,23:40,,1005.8,82,4
2019,4,7,,23:50,,1005.9,83,3.9
2019,4,8,,00:00,,1005.7,85,3.6
2019,4,8,,00:10,,1005.9,88,3.3
2019,4,8,,00:20,,1005.9,88,3.3
2019,4,8,,00:30,,1006,88,3.3
2019,4,8,,00:40,,1006,89,2.9
2019,4,8,,00:50,,1006.1,89,2.6
2019,4,8,,01:00,,1006.2,81,2
2019,4,8,,01:10,,1006.2,81,1.4
2019,4,8,,01:20,,1006.3,83,1
2019,4,8,,01:30,,1006.3,85,0.5
2019,4,8,,01:40,,1006.2,88,0.1
2019,4,8,,01:50,,1006.2,90,-0.4
2019,4,8,,02:00,,1006.2,89,-0.1
2019,4,8,,02:10,,1006.2,90,0
2019,4,8,,02:20,,1006.2,88,0.5
2019,4,8,,02:30,,1006.1,88,0.6
2019,4,8,,02:40,,1006.2,87,0.8
2019,4,8,,02:50,,1006.2,86,0.9
2019,4,8,,03:00,,1006.1,86,1
2019,4,8,,03:10,,1006.2,87,0.9
2019,4,8,,03:20,,1006.1,86,1.1
2019,4,8,,03:30,,1006.1,86,1.2
2019,4,8,,03:40,,1006.1,86,1.2
2019,4,8,,03:50,,1006.1,86,1.3
2019,4,8,,04:00,,1006.1,84,1.6
2019,4,8,,04:10,,1006,84,1.7
2019,4,8,,04:20,,1006,84,1.8
2019,4,8,,04:30,,1006,85,1.9
2019,4,8,,04:40,,1005.9,85,2
2019,4,8,,04:50,,1005.9,87,2.1
2019,4,8,,05:00,,1005.8,89,2.2
2019,4,8,,05:10,,1005.8,92,2.2
2019,4,8,,05:20,,1005.7,92,2.4
2019,4,8,,05:30,,1005.6,92,2.4
2019,4,8,,05:40,,1005.7,91,2.5
2019,4,8,,05:50,,1005.7,92,2.3
2019,4,8,,06:00,,1005.7,90,2.4
2019,4,8,,06:10,,1005.7,91,2.4
2019,4,8,,06:20,,1005.6,94,2.3
2019,4,8,,06:30,,1005.6,94,2.3
2019,4,8,,06:40,,1005.6,93,2.4
2019,4,8,,06:50,,1005.6,90,2.6
2019,4,8,,07:00,,1005.5,89,2.7
2019,4,8,,07:10,,1005.5,87,2.8
2019,4,8,,07:20,,1005.5,86,2.8
2019,4,8,,07:30,,1005.5,85,2.7
2019,4,8,,07:40,,1005.4,84,3
2019,4,8,,07:50,,1005.4,83,3
2019,4,8,,08:00,,1005.4,83,2.9
2019,4,8,,08:10,,1005.4,88,2.7
2019,4,8,,08:20,,1005.5,86,2.9
2019,4,8,,08:30,,1005.6,86,2.7
2019,4,8,,08:40,,1005.6,88,2.7
2019,4,8,,08:50,,1005.6,88,2.5
2019,4,8,,09:00,,1005.5,87,2.7
2019,4,8,,09:10,,1005.5,89,2.6
2019,4,8,,09:20,,1005.5,90,2.6
2019,4,8,,09:30,,1005.5,89,2.6
2019,4,8,,09:40,,1005.4,90,2.7
2019,4,8,,09:50,,1005.5,89,2.7
2019,4,8,,10:00,,1005.4,89,2.9
2019,4,8,,10:10,,1005.4,88,2.9
2019,4,8,,10:20,,1005.4,87,3
2019,4,8,,10:30,,1005.3,87,3.1
2019,4,8,,10:40,,1005.2,87,3.1
2019,4,8,,10:50,,1005.2,91,3.3
2019,4,8,,11:00,,1005.2,90,3.2
2019,4,8,,11:10,,1005.2,89,3
2019,4,8,,11:20,,1005.1,92,3.1
2019,4,8,,11:30,,1005.1,93,2.8
2019,4,8,,11:40,,1005.1,94,2.6
2019,4,8,,11:50,,1005.1,97,1.8
2019,4,8,,12:00,,1005.1,98,2
2019,4,8,,12:10,,1005.1,98,2.1
2019,4,8,,12:20,,1005.1,98,2
2019,4,8,,12:30,,1005,98,1.9
2019,4,8,,12:40,,1005,99,2.1
2019,4,8,,12:50,,1004.9,98,2.3
2019,4,8,,13:00,,1004.9,97,2.3
2019,4,8,,13:10,,1004.9,97,2.3
2019,4,8,,13:20,,1004.8,97,2.4
2019,4,8,,13:30,,1004.8,95,2.4
2019,4,8,,13:40,,1004.7,95,2.4
2019,4,8,,13:50,,1004.7,95,2.5
2019,4,8,,14:00,,1004.7,96,2.5
2019,4,8,,14:10,,1004.6,96,2.5
2019,4,8,,14:20,,1004.6,96,2.4
2019,4,8,,14:30,,1004.6,97,2.5
2019,4,8,,14:40,,1004.6,96,2.5
2019,4,8,,14:50,,1004.7,97,2.5
2019,4,8,,15:00,,1004.6,97,2.4
2019,4,8,,15:10,,1004.6,97,2.4
2019,4,8,,15:20,,1004.6,97,2.4
2019,4,8,,15:30,,1004.5,96,2.4
2019,4,8,,15:40,,1004.5,95,2.2
2019,4,8,,15:50,,1004.4,95,2
2019,4,8,,16:00,,1004.4,96,1.9
2019,4,8,,16:10,,1004.4,97,2
2019,4,8,,16:20,,1004.4,97,2
2019,4,8,,16:30,,1004.4,97,2
2019,4,8,,16:40,,1004.3,97,2
2019,4,8,,16:50,,1004.3,97,2
2019,4,8,,17:00,,1004.3,98,2
2019,4,8,,17:10,,1004.3,98,2
2019,4,8,,17:20,,1004.3,98,2
2019,4,8,,17:30,,1004.3,99,2.1
2019,4,8,,17:40,,1004.2,99,1.9
2019,4,8,,17:50,,1004.2,99,1.9
2019,4,8,,18:00,,1004.2,100,1.9
2019,4,8,,18:10,,1004.1,100,1.8
2019,4,8,,18:20,,1004.2,100,1.8
2019,4,8,,18:30,,1004.2,100,1.7
2019,4,8,,18:40,,1004.2,100,1.6
2019,4,8,,18:50,,1004.2,100,1.4
2019,4,8,,19:00,,1004.2,100,1.3
2019,4,8,,19:10,,1004.1,100,1.3
2019,4,8,,19:20,,1004.1,100,1.3
2019,4,8,,19:30,,1004.1,100,1.1
2019,4,8,,19:40,,1004,100,1
2019,4,8,,19:50,,1004.1,100,1
2019,4,8,,20:00,,1004,100,0.9
2019,4,8,,20:10,,1004,100,0.7
2019,4,8,,20:20,,1004,100,0.6
2019,4,8,,20:30,,1003.9,100,0.6
2019,4,8,,20:40,,1003.8,100,0.5
2019,4,8,,20:50,,1003.8,100,0.6
2019,4,8,,21:00,,1003.7,100,0.6
2019,4,8,,21:10,,1003.7,100,0.6
2019,4,8,,21:20,,1003.7,100,0.6
2019,4,8,,21:30,,1003.7,100,0.7
2019,4,8,,21:40,,1003.7,100,0.7
2019,4,8,,21:50,,1003.7,100,0.5
2019,4,8,,22:00,,1003.7,100,0.4
2019,4,8,,22:10,,1003.6,100,0.4
2019,4,8,,22:20,,1003.5,100,0.3
2019,4,8,,22:30,,1003.5,100,0.4
2019,4,8,,22:40,,1003.5,100,0.4
2019,4,8,,22:50,,1003.4,100,0.4
2019,4,8,,23:00,,1003.4,100,0.5
2019,4,8,,23:10,,1003.4,100,0.4
2019,4,8,,23:20,,1003.3,100,0.4
2019,4,8,,23:30,,1003.3,100,0.3
2019,4,8,,23:40,,1003.3,100,0.3
2019,4,8,,23:50,,1003.1,100,0.4
2019,4,9,,00:00,,1003.1,100,0.5
2019,4,9,,00:10,,1003,100,0.5
2019,4,9,,00:20,,1003,100,0.5
2019,4,9,,00:30,,1003,100,0.5
2019,4,9,,00:40,,1003.1,100,0.5
2019,4,9,,00:50,,1003.1,100,0.5
2019,4,9,,01:00,,1003.1,100,0.5
2019,4,9,,01:10,,1003.2,100,0.5
2019,4,9,,01:20,,1003.2,100,0.6
2019,4,9,,01:30,,1003.2,100,0.6
2019,4,9,,01:40,,1003.1,100,0.8
2019,4,9,,01:50,,1003.1,100,0.8
2019,4,9,,02:00,,1003.1,100,0.9
2019,4,9,,02:10,,1003.2,100,0.8
2019,4,9,,02:20,,1003.2,100,0.7
2019,4,9,,02:30,,1003.2,100,0.7
2019,4,9,,02:40,,1003.2,100,0.7
2019,4,9,,02:50,,1003.2,100,0.8
