,date,time,pressure (hPa),humidity (%),temperature (degC)
10037,20190311,16:50,995.2,86.0,-4.8
10038,20190311,17:00,995.4,87.0,-5.0
10039,20190311,17:10,995.5,89.0,-5.2
10040,20190311,17:20,995.6,90.0,-5.4
10041,20190311,17:30,995.8,92.0,-5.6
10042,20190311,17:40,995.9,91.0,-5.3
10043,20190311,17:50,995.9,91.0,-5.5
10044,20190311,18:00,996.1,93.0,-6.1
10045,20190311,18:10,996.2,94.0,-6.6
10046,20190311,18:20,996.3,95.0,-6.6
10047,20190311,18:30,996.3,94.0,-5.2
10048,20190311,18:40,996.4,89.0,-5.5
10049,20190311,18:50,996.4,92.0,-6.2
10050,20190311,19:00,996.5,92.0,-5.9
10051,20190311,19:10,996.7,92.0,-5.9
10052,20190311,19:20,996.7,92.0,-6.2
10053,20190311,19:30,996.9,93.0,-6.3
10054,20190311,19:40,997.0,94.0,-6.2
10055,20190311,19:50,997.1,94.0,-6.1
10056,20190311,20:00,997.2,93.0,-6.4
10057,20190311,20:10,997.3,94.0,-6.8
10058,20190311,20:20,997.4,95.0,-6.8
10059,20190311,20:30,997.6,95.0,-7.1
10060,20190311,20:40,997.6,96.0,-7.5
10061,20190311,20:50,997.6,97.0,-7.4
10062,20190311,21:00,997.8,97.0,-7.5
10063,20190311,21:10,997.8,96.0,-7.5
10064,20190311,21:20,998.0,96.0,-7.3
10065,20190311,21:30,998.1,95.0,-7.4
10066,20190311,21:40,998.3,95.0,-8.2
10067,20190311,21:50,998.4,96.0,-8.1
10068,20190311,22:00,998.4,96.0,-7.7
10069,20190311,22:10,998.5,95.0,-7.8
10070,20190311,22:20,998.7,95.0,-7.5
10071,20190311,22:30,998.8,94.0,-8.0
10072,20190311,22:40,999.0,94.0,-8.1
10073,20190311,22:50,999.0,94.0,-8.3
10074,20190311,23:00,999.2,94.0,-8.4
10075,20190311,23:10,999.3,93.0,-9.0
10076,20190311,23:20,999.3,94.0,-9.2
10077,20190311,23:30,999.3,94.0,-9.2
10078,20190311,23:40,999.4,94.0,-9.4
10079,20190311,23:50,999.5,94.0,-9.4
10080,20190312,00:00,999.6,94.0,-9.6
10081,20190312,00:10,999.8,94.0,-9.8
10082,20190312,00:20,999.9,94.0,-9.7
10083,20190312,00:30,1000.0,94.0,-9.3
10084,20190312,00:40,1000.1,93.0,-9.8
10085,20190312,00:50,1000.1,94.0,-9.5
10086,20190312,01:00,1000.3,93.0,-9.7
10087,20190312,01:10,1000.4,93.0,-10.1
10088,20190312,01:20,1000.6,94.0,-10.6
10089,20190312,01:30,1000.6,94.0,-10.4
10090,20190312,01:40,1000.7,94.0,-10.9
10091,20190312,01:50,1000.9,95.0,-10.8
10092,20190312,02:00,1001.0,94.0,-10.8
10093,20190312,02:10,1001.1,94.0,-11.0
10094,20190312,02:20,1001.3,94.0,-11.0
10095,20190312,02:30,1001.4,94.0,-11.3
10096,20190312,02:40,1001.4,94.0,-11.2
10097,20190312,02:50,1001.6,94.0,-11.3
10098,20190312,03:00,1001.7,94.0,-10.9
10099,20190312,03:10,1001.8,94.0,-11.0
10100,20190312,03:20,1001.9,94.0,-11.2
10101,20190312,03:30,1002.0,94.0,-11.3
10102,20190312,03:40,1002.1,94.0,-11.4
10103,20190312,03:50,1002.3,94.0,-11.4
10104,20190312,04:00,1002.4,94.0,-11.5
10105,20190312,04:10,1002.5,94.0,-11.3
10106,20190312,04:20,1002.5,94.0,-10.9
10107,20190312,04:30,1002.6,93.0,-10.7
10108,20190312,04:40,1002.7,93.0,-10.1
10109,20190312,04:50,1002.9,92.0,-10.8
10110,20190312,05:00,1002.9,93.0,-10.8
10111,20190312,05:10,1003.0,92.0,-10.9
10112,20190312,05:20,1003.0,93.0,-10.7
10113,20190312,05:30,1003.1,94.0,-10.5
10114,20190312,05:40,1003.2,93.0,-9.8
10115,20190312,05:50,1003.3,93.0,-9.7
10116,20190312,06:00,1003.3,93.0,-9.4
10117,20190312,06:10,1003.4,91.0,-8.4
10118,20190312,06:20,1003.5,91.0,-8.9
10119,20190312,06:30,1003.5,91.0,-7.7
10120,20190312,06:40,1003.5,90.0,-8.2
10121,20190312,06:50,1003.5,91.0,-8.0
10122,20190312,07:00,1003.6,91.0,-8.0
10123,20190312,07:10,1003.6,91.0,-8.0
10124,20190312,07:20,1003.8,91.0,-8.0
10125,20190312,07:30,1003.9,92.0,-7.4
10126,20190312,07:40,1004.0,91.0,-6.9
10127,20190312,07:50,1004.0,89.0,-6.3
10128,20190312,08:00,1004.0,88.0,-5.6
10129,20190312,08:10,1004.1,86.0,-5.1
10130,20190312,08:20,1004.2,85.0,-4.7
10131,20190312,08:30,1004.2,84.0,-4.6
10132,20190312,08:40,1004.2,83.0,-4.3
10133,20190312,08:50,1004.3,82.0,-4.1
10134,20190312,09:00,1004.3,80.0,-3.9
10135,20190312,09:10,1004.3,80.0,-3.5
10136,20190312,09:20,1004.3,80.0,-3.7
10137,20190312,09:30,1004.3,80.0,-3.5
10138,20190312,09:40,1004.3,77.0,-3.2
10139,20190312,09:50,1004.4,78.0,-3.0
10140,20190312,10:00,1004.5,77.0,-3.0
10141,20190312,10:10,1004.5,76.0,-3.0
10142,20190312,10:20,1004.6,78.0,-3.1
10143,20190312,10:30,1004.8,80.0,-3.1
10144,20190312,10:40,1004.9,78.0,-3.0
10145,20190312,10:50,1005.0,78.0,-2.8
10146,20190312,11:00,1005.1,76.0,-2.8
10147,20190312,11:10,1005.2,74.0,-2.7
10148,20190312,11:20,1005.2,73.0,-2.7
10149,20190312,11:30,1005.2,70.0,-2.6
10150,20190312,11:40,1005.3,70.0,-2.5
10151,20190312,11:50,1005.3,72.0,-2.2
10152,20190312,12:00,1005.3,75.0,-2.4
10153,20190312,12:10,1005.5,76.0,-2.2
10154,20190312,12:20,1005.5,73.0,-2.0
10155,20190312,12:30,1005.5,71.0,-2.3
10156,20190312,12:40,1005.6,74.0,-2.3
10157,20190312,12:50,1005.7,74.0,-2.2
10158,20190312,13:00,1005.8,74.0,-2.3
10159,20190312,13:10,1005.9,74.0,-2.4
10160,20190312,13:20,1005.9,75.0,-2.3
10161,20190312,13:30,1006.0,73.0,-2.5
10162,20190312,13:40,1006.0,74.0,-2.5
10163,20190312,13:50,1006.2,75.0,-2.4
10164,20190312,14:00,1006.2,74.0,-2.4
10165,20190312,14:10,1006.1,75.0,-2.4
10166,20190312,14:20,1006.2,77.0,-2.4
10167,20190312,14:30,1006.3,76.0,-2.5
10168,20190312,14:40,1006.3,75.0,-2.5
10169,20190312,14:50,1006.3,74.0,-2.5
10170,20190312,15:00,1006.4,74.0,-2.6
10171,20190312,15:10,1006.5,73.0,-2.5
10172,20190312,15:20,1006.4,71.0,-2.2
10173,20190312,15:30,1006.5,72.0,-2.4
10174,20190312,15:40,1006.8,74.0,-2.8
10175,20190312,15:50,1006.8,76.0,-3.7
10176,20190312,16:00,1006.7,78.0,-3.6
10177,20190312,16:10,1007.0,78.0,-4.6
10178,20190312,16:20,1007.2,79.0,-4.4
10179,20190312,16:30,1007.2,80.0,-4.8
10180,20190312,16:40,1007.3,81.0,-4.9
10181,20190312,16:50,1007.5,82.0,-5.1
10182,20190312,17:00,1007.4,83.0,-5.4
10183,20190312,17:10,1007.4,84.0,-5.7
10184,20190312,17:20,1007.4,85.0,-6.0
10185,20190312,17:30,1007.5,87.0,-6.2
10186,20190312,17:40,1007.4,90.0,-6.5
10187,20190312,17:50,1007.5,87.0,-5.8
10188,20190312,18:00,1007.6,88.0,-6.1
10189,20190312,18:10,1007.5,90.0,-7.2
10190,20190312,18:20,1007.7,93.0,-7.2
10191,20190312,18:30,1007.7,93.0,-6.6
10192,20190312,18:40,1007.7,93.0,-7.0
10193,20190312,18:50,1007.7,94.0,-6.8
10194,20190312,19:00,1007.7,94.0,-7.2
10195,20190312,19:10,1007.6,94.0,-7.2
10196,20190312,19:20,1007.7,95.0,-7.8
10197,20190312,19:30,1007.8,94.0,-7.8
10198,20190312,19:40,1008.0,93.0,-8.9
10199,20190312,19:50,1008.1,97.0,-8.6
10200,20190312,20:00,1008.2,97.0,-9.4
10201,20190312,20:10,1008.3,98.0,-9.3
10202,20190312,20:20,1008.4,97.0,-9.9
10203,20190312,20:30,1008.3,99.0,-9.3
10204,20190312,20:40,1008.0,97.0,-9.2
10205,20190312,20:50,1008.1,98.0,-10.0
10206,20190312,21:00,1007.9,99.0,-8.9
10207,20190312,21:10,1007.9,98.0,-8.3
10208,20190312,21:20,1007.9,97.0,-8.7
10209,20190312,21:30,1008.2,95.0,-9.4
10210,20190312,21:40,1008.2,94.0,-9.7
10211,20190312,21:50,1008.4,94.0,-10.8
10212,20190312,22:00,1008.5,95.0,-10.9
10213,20190312,22:10,1008.6,96.0,-10.0
10214,20190312,22:20,1008.6,95.0,-9.8
10215,20190312,22:30,1008.5,96.0,-9.5
10216,20190312,22:40,1008.5,94.0,-9.8
10217,20190312,22:50,1008.5,94.0,-9.8
10218,20190312,23:00,1008.3,95.0,-10.0
10219,20190312,23:10,1008.3,93.0,-10.8
10220,20190312,23:20,1008.2,94.0,-11.3
10221,20190312,23:30,1007.8,93.0,-11.9
10222,20190312,23:40,1007.7,93.0,-12.1
10223,20190312,23:50,1007.7,94.0,-11.7
10224,20190313,00:00,1007.7,93.0,-10.9
10225,20190313,00:10,1007.9,93.0,-10.9
10226,20190313,00:20,1008.1,91.0,-11.2
10227,20190313,00:30,1008.3,89.0,-12.8
10228,20190313,00:40,1008.4,91.0,-13.0
10229,20190313,00:50,1008.2,93.0,-12.5
10230,20190313,01:00,1008.2,93.0,-11.9
10231,20190313,01:10,1008.3,92.0,-12.0
10232,20190313,01:20,1008.3,91.0,-12.1
10233,20190313,01:30,1008.2,90.0,-12.7
10234,20190313,01:40,1008.3,93.0,-12.5
10235,20190313,01:50,1008.3,91.0,-12.9
10236,20190313,02:00,1008.2,92.0,-13.2
10237,20190313,02:10,1008.3,90.0,-13.5
10238,20190313,02:20,1008.2,93.0,-13.2
10239,20190313,02:30,1008.2,91.0,-14.3
10240,20190313,02:40,1008.1,92.0,-13.7
10241,20190313,02:50,1008.1,91.0,-13.4
10242,20190313,03:00,1008.1,90.0,-13.5
10243,20190313,03:10,1008.1,90.0,-13.7
10244,20190313,03:20,1008.1,90.0,-13.9
10245,20190313,03:30,1008.1,92.0,-13.2
10246,20190313,03:40,1008.1,89.0,-13.2
10247,20190313,03:50,1008.1,89.0,-13.1
10248,20190313,04:00,1008.2,88.0,-13.5
10249,20190313,04:10,1008.2,88.0,-13.3
10250,20190313,04:20,1008.0,90.0,-12.8
10251,20190313,04:30,1008.0,91.0,-12.7
10252,20190313,04:40,1008.0,92.0,-12.3
10253,20190313,04:50,1008.0,92.0,-12.0
10254,20190313,05:00,1008.0,92.0,-12.0
10255,20190313,05:10,1007.9,91.0,-11.4
10256,20190313,05:20,1007.8,91.0,-11.1
10257,20190313,05:30,1007.9,92.0,-11.3
10258,20190313,05:40,1007.9,91.0,-11.3
10259,20190313,05:50,1007.9,91.0,-11.2
10260,20190313,06:00,1007.8,94.0,-9.6
10261,20190313,06:10,1007.7,92.0,-8.8
10262,20190313,06:20,1007.7,92.0,-8.5
10263,20190313,06:30,1007.7,93.0,-8.0
10264,20190313,06:40,1007.7,93.0,-7.5
10265,20190313,06:50,1007.7,92.0,-7.5
10266,20190313,07:00,1007.5,92.0,-7.1
10267,20190313,07:10,1007.5,92.0,-6.8
10268,20190313,07:20,1007.5,93.0,-6.5
10269,20190313,07:30,1007.3,93.0,-6.1
10270,20190313,07:40,1007.5,93.0,-5.8
10271,20190313,07:50,1007.5,93.0,-5.1
10272,20190313,08:00,1007.5,93.0,-5.0
10273,20190313,08:10,1007.4,94.0,-4.6
10274,20190313,08:20,1007.3,94.0,-4.2
10275,20190313,08:30,1007.2,94.0,-3.9
10276,20190313,08:40,1007.2,93.0,-3.7
10277,20190313,08:50,1007.3,90.0,-3.2
10278,20190313,09:00,1007.3,86.0,-2.8
10279,20190313,09:10,1007.3,81.0,-2.3
10280,20190313,09:20,1007.3,77.0,-2.3
10281,20190313,09:30,1007.3,74.0,-2.1
10282,20190313,09:40,1007.2,74.0,-2.1
10283,20190313,09:50,1007.2,75.0,-2.1
10284,20190313,10:00,1007.1,75.0,-2.1
10285,20190313,10:10,1007.1,75.0,-2.1
10286,20190313,10:20,1007.0,77.0,-1.9
10287,20190313,10:30,1007.0,75.0,-1.8
10288,20190313,10:40,1007.0,74.0,-1.8
10289,20190313,10:50,1007.1,71.0,-1.8
10290,20190313,11:00,1007.1,72.0,-1.8
10291,20190313,11:10,1007.1,72.0,-1.9
10292,20190313,11:20,1007.0,72.0,-1.9
10293,20190313,11:30,1006.9,70.0,-1.8
10294,20190313,11:40,1006.8,70.0,-2.0
10295,20190313,11:50,1006.7,71.0,-2.0
10296,20190313,12:00,1006.6,71.0,-1.8
10297,20190313,12:10,1006.5,71.0,-1.8
10298,20190313,12:20,1006.3,72.0,-1.7
10299,20190313,12:30,1006.4,71.0,-1.8
10300,20190313,12:40,1006.5,72.0,-1.8
10301,20190313,12:50,1006.3,71.0,-1.7
10302,20190313,13:00,1006.2,72.0,-1.9
10303,20190313,13:10,1006.0,73.0,-2.0
10304,20190313,13:20,1006.0,72.0,-1.9
10305,20190313,13:30,1005.8,72.0,-2.0
10306,20190313,13:40,1005.8,74.0,-2.2
10307,20190313,13:50,1005.7,74.0,-2.1
10308,20190313,14:00,1005.6,73.0,-2.0
10309,20190313,14:10,1005.4,74.0,-2.1
10310,20190313,14:20,1005.3,75.0,-2.2
10311,20190313,14:30,1005.3,74.0,-2.1
10312,20190313,14:40,1005.1,75.0,-2.1
10313,20190313,14:50,1005.0,76.0,-2.2
10314,20190313,15:00,1005.0,76.0,-2.1
10315,20190313,15:10,1005.0,76.0,-2.2
10316,20190313,15:20,1004.9,77.0,-2.2
10317,20190313,15:30,1005.1,78.0,-2.2
10318,20190313,15:40,1005.0,79.0,-2.2
10319,20190313,15:50,1005.0,80.0,-2.2
10320,20190313,16:00,1004.9,80.0,-2.1
10321,20190313,16:10,1004.8,80.0,-2.1
10322,20190313,16:20,1004.8,80.0,-2.0
10323,20190313,16:30,1004.8,81.0,-1.9
10324,20190313,16:40,1004.7,81.0,-1.8
10325,20190313,16:50,1004.8,81.0,-1.8
10326,20190313,17:00,1004.8,81.0,-1.7
10327,20190313,17:10,1004.8,81.0,-1.7
10328,20190313,17:20,1004.7,82.0,-1.6
10329,20190313,17:30,1004.7,82.0,-1.5
10330,20190313,17:40,1004.7,81.0,-1.4
10331,20190313,17:50,1004.6,79.0,-1.4
10332,20190313,18:00,1004.5,79.0,-1.3
10333,20190313,18:10,1004.5,79.0,-1.3
10334,20190313,18:20,1004.3,79.0,-1.3
10335,20190313,18:30,1004.3,80.0,-1.4
10336,20190313,18:40,1004.3,81.0,-1.4
10337,20190313,18:50,1004.2,80.0,-1.3
10338,20190313,19:00,1004.1,80.0,-1.3
10339,20190313,19:10,1004.0,81.0,-1.3
10340,20190313,19:20,1004.0,82.0,-1.4
10341,20190313,19:30,1003.8,84.0,-1.5
10342,20190313,19:40,1003.8,87.0,-1.6
10343,20190313,19:50,1003.8,89.0,-1.6
10344,20190313,20:00,1003.6,91.0,-1.8
10345,20190313,20:10,1003.6,95.0,-2.0
10346,20190313,20:20,1003.5,96.0,-1.9
10347,20190313,20:30,1003.3,97.0,-1.8
10348,20190313,20:40,1003.2,98.0,-1.9
10349,20190313,20:50,1003.2,99.0,-1.8
10350,20190313,21:00,1003.1,98.0,-1.6
10351,20190313,21:10,1003.0,98.0,-1.6
10352,20190313,21:20,1002.9,99.0,-1.6
10353,20190313,21:30,1002.8,99.0,-1.6
10354,20190313,21:40,1002.7,98.0,-1.5
10355,20190313,21:50,1002.7,98.0,-1.3
10356,20190313,22:00,1002.6,98.0,-1.4
10357,20190313,22:10,1002.4,98.0,-1.3
10358,20190313,22:20,1002.3,99.0,-1.2
10359,20190313,22:30,1002.2,98.0,-1.2
10360,20190313,22:40,1002.1,98.0,-1.2
10361,20190313,22:50,1002.1,99.0,-1.1
10362,20190313,23:00,1002.1,99.0,-1.1
10363,20190313,23:10,1002.0,98.0,-1.0
10364,20190313,23:20,1001.9,99.0,-0.8
10365,20190313,23:30,1001.9,98.0,-0.9
10366,20190313,23:40,1001.9,98.0,-0.9
10367,20190313,23:50,1001.8,99.0,-0.9
10368,20190314,00:00,1001.6,99.0,-0.8
10369,20190314,00:10,1001.5,99.0,-0.8
10370,20190314,00:20,1001.4,98.0,-0.8
10371,20190314,00:30,1001.4,99.0,-0.7
10372,20190314,00:40,1001.4,98.0,-0.7
10373,20190314,00:50,1001.4,98.0,-0.6
10374,20190314,01:00,1001.2,98.0,-0.5
10375,20190314,01:10,1001.3,98.0,-0.5
10376,20190314,01:20,1001.2,99.0,-0.5
10377,20190314,01:30,1001.1,99.0,-0.4
10378,20190314,01:40,1001.1,99.0,-0.3
10379,20190314,01:50,1000.9,99.0,-0.2
10380,20190314,02:00,1000.9,99.0,-0.2
10381,20190314,02:10,1000.8,99.0,-0.2
10382,20190314,02:20,1000.8,99.0,-0.1
10383,20190314,02:30,1000.7,99.0,0.0
10384,20190314,02:40,1000.6,99.0,-0.1
10385,20190314,02:50,1000.6,100.0,0.0
10386,20190314,03:00,1000.6,100.0,0.0
10387,20190314,03:10,1000.6,100.0,0.1
10388,20190314,03:20,1000.5,100.0,0.1
10389,20190314,03:30,1000.5,100.0,0.2
10390,20190314,03:40,1000.4,100.0,0.2
10391,20190314,03:50,1000.3,100.0,0.2
10392,20190314,04:00,1000.3,100.0,0.2
10393,20190314,04:10,1000.3,100.0,0.2
10394,20190314,04:20,1000.2,100.0,0.2
10395,20190314,04:30,1000.1,100.0,0.3
10396,20190314,04:40,1000.1,100.0,0.3
10397,20190314,04:50,1000.1,100.0,0.3
10398,20190314,05:00,1000.1,100.0,0.3
10399,20190314,05:10,1000.0,100.0,0.4
10400,20190314,05:20,1000.0,100.0,0.4
10401,20190314,05:30,999.9,100.0,0.5
10402,20190314,05:40,999.9,100.0,0.5
10403,20190314,05:50,999.9,100.0,0.5
10404,20190314,06:00,999.9,100.0,0.5
10405,20190314,06:10,999.9,100.0,0.5
10406,20190314,06:20,999.8,100.0,0.5
10407,20190314,06:30,999.8,100.0,0.5
10408,20190314,06:40,999.7,100.0,0.5
10409,20190314,06:50,999.7,100.0,0.5
10410,20190314,07:00,999.8,100.0,0.5
10411,20190314,07:10,999.8,100.0,0.5
10412,20190314,07:20,999.9,100.0,0.4
10413,20190314,07:30,999.9,100.0,0.3
10414,20190314,07:40,999.9,100.0,0.4
10415,20190314,07:50,999.8,100.0,0.5
10416,20190314,08:00,999.7,100.0,0.6
10417,20190314,08:10,999.7,100.0,0.5
10418,20190314,08:20,999.6,100.0,0.5
10419,20190314,08:30,999.7,100.0,0.5
10420,20190314,08:40,999.8,100.0,0.6
10421,20190314,08:50,999.7,100.0,0.7
10422,20190314,09:00,999.6,99.0,0.7
10423,20190314,09:10,999.5,99.0,0.8
10424,20190314,09:20,999.3,99.0,0.7
10425,20190314,09:30,999.1,99.0,0.7
10426,20190314,09:40,999.1,99.0,0.7
10427,20190314,09:50,999.1,98.0,0.8
10428,20190314,10:00,999.0,98.0,0.9
10429,20190314,10:10,998.9,98.0,0.9
10430,20190314,10:20,998.8,97.0,0.9
10431,20190314,10:30,998.6,96.0,0.9
10432,20190314,10:40,998.5,96.0,0.9
10433,20190314,10:50,998.5,97.0,0.8
10434,20190314,11:00,998.5,97.0,0.9
10435,20190314,11:10,998.5,97.0,0.9
10436,20190314,11:20,998.5,97.0,0.9
10437,20190314,11:30,998.6,97.0,0.9
10438,20190314,11:40,998.4,96.0,1.0
10439,20190314,11:50,998.3,96.0,1.0
10440,20190314,12:00,998.2,96.0,1.0
10441,20190314,12:10,998.1,96.0,1.1
10442,20190314,12:20,997.9,96.0,1.3
10443,20190314,12:30,997.8,94.0,1.3
10444,20190314,12:40,997.8,94.0,1.4
10445,20190314,12:50,997.7,94.0,1.4
10446,20190314,13:00,997.6,94.0,1.5
10447,20190314,13:10,997.4,93.0,1.6
10448,20190314,13:20,997.4,94.0,1.4
10449,20190314,13:30,997.3,94.0,1.5
10450,20190314,13:40,997.2,94.0,1.4
10451,20190314,13:50,997.3,95.0,1.3
10452,20190314,14:00,997.3,96.0,1.3
10453,20190314,14:10,997.2,96.0,1.3
10454,20190314,14:20,997.2,95.0,1.4
10455,20190314,14:30,997.1,95.0,1.5
10456,20190314,14:40,996.9,94.0,1.5
10457,20190314,14:50,996.9,94.0,1.5
10458,20190314,15:00,996.8,94.0,1.5
10459,20190314,15:10,996.8,94.0,1.5
10460,20190314,15:20,996.7,94.0,1.5
10461,20190314,15:30,996.7,93.0,1.5
10462,20190314,15:40,996.8,94.0,1.5
10463,20190314,15:50,996.8,93.0,1.5
10464,20190314,16:00,996.8,94.0,1.3
10465,20190314,16:10,996.8,94.0,1.4
10466,20190314,16:20,996.8,94.0,1.3
10467,20190314,16:30,996.7,94.0,1.4
10468,20190314,16:40,996.7,94.0,1.3
10469,20190314,16:50,996.7,95.0,1.1
10470,20190314,17:00,996.7,94.0,1.2
10471,20190314,17:10,996.7,95.0,1.2
10472,20190314,17:20,996.6,94.0,1.3
10473,20190314,17:30,996.6,94.0,1.4
10474,20190314,17:40,996.6,94.0,1.3
10475,20190314,17:50,996.6,93.0,1.4
10476,20190314,18:00,996.5,94.0,1.4
10477,20190314,18:10,996.5,93.0,1.4
10478,20190314,18:20,996.4,93.0,1.3
10479,20190314,18:30,996.4,93.0,1.5
10480,20190314,18:40,996.2,92.0,1.5
10481,20190314,18:50,996.2,93.0,1.6
10482,20190314,19:00,996.1,93.0,1.5
10483,20190314,19:10,996.0,93.0,1.5
10484,20190314,19:20,995.9,92.0,1.8
10485,20190314,19:30,995.9,92.0,1.7
10486,20190314,19:40,995.8,93.0,1.6
10487,20190314,19:50,995.8,93.0,1.6
10488,20190314,20:00,995.7,93.0,1.6
10489,20190314,20:10,995.7,93.0,1.6
10490,20190314,20:20,995.6,93.0,1.7
10491,20190314,20:30,995.6,92.0,1.7
10492,20190314,20:40,995.4,92.0,1.8
10493,20190314,20:50,995.3,91.0,1.8
10494,20190314,21:00,995.3,91.0,1.9
10495,20190314,21:10,995.2,91.0,1.8
10496,20190314,21:20,995.1,92.0,1.7
10497,20190314,21:30,995.0,92.0,1.8
10498,20190314,21:40,995.0,93.0,1.6
10499,20190314,21:50,994.8,93.0,1.7
10500,20190314,22:00,994.7,94.0,1.7
10501,20190314,22:10,994.6,94.0,2.0
10502,20190314,22:20,994.6,94.0,1.7
10503,20190314,22:30,994.5,95.0,1.7
10504,20190314,22:40,994.5,95.0,1.7
10505,20190314,22:50,994.5,96.0,1.6
10506,20190314,23:00,994.5,96.0,1.6
10507,20190314,23:10,994.5,96.0,1.5
10508,20190314,23:20,994.4,97.0,1.3
10509,20190314,23:30,994.3,97.0,1.5
10510,20190314,23:40,994.3,96.0,1.7
10511,20190314,23:50,994.2,96.0,1.9
10512,20190315,00:00,994.2,95.0,1.9
10513,20190315,00:10,994.2,96.0,1.7
10514,20190315,00:20,994.1,96.0,1.6
10515,20190315,00:30,994.1,96.0,1.6
10516,20190315,00:40,994.0,96.0,1.6
10517,20190315,00:50,993.9,96.0,1.9
10518,20190315,01:00,994.0,96.0,2.0
10519,20190315,01:10,994.0,96.0,2.0
10520,20190315,01:20,994.0,96.0,1.9
10521,20190315,01:30,994.0,96.0,2.0
10522,20190315,01:40,994.0,97.0,1.9
10523,20190315,01:50,994.0,97.0,1.8
10524,20190315,02:00,994.0,98.0,1.9
10525,20190315,02:10,994.0,98.0,1.9
10526,20190315,02:20,994.0,98.0,1.8
10527,20190315,02:30,994.0,98.0,1.9
10528,20190315,02:40,993.9,99.0,1.9
10529,20190315,02:50,993.9,99.0,1.8
10530,20190315,03:00,994.0,99.0,1.7
10531,20190315,03:10,993.9,99.0,1.7
10532,20190315,03:20,994.0,100.0,1.7
10533,20190315,03:30,994.0,100.0,1.7
10534,20190315,03:40,994.0,100.0,1.6
10535,20190315,03:50,994.0,100.0,1.6
10536,20190315,04:00,994.0,100.0,1.6
10537,20190315,04:10,994.1,100.0,1.6
10538,20190315,04:20,994.1,100.0,1.5
10539,20190315,04:30,994.1,100.0,1.5
10540,20190315,04:40,994.1,100.0,1.4
10541,20190315,04:50,994.1,100.0,1.3
10542,20190315,05:00,994.2,100.0,1.3
10543,20190315,05:10,994.2,100.0,1.3
10544,20190315,05:20,994.3,100.0,1.2
10545,20190315,05:30,994.3,100.0,1.1
10546,20190315,05:40,994.3,100.0,1.1
10547,20190315,05:50,994.3,100.0,1.2
10548,20190315,06:00,994.4,100.0,1.1
10549,20190315,06:10,994.4,100.0,1.1
10550,20190315,06:20,994.4,100.0,1.2
10551,20190315,06:30,994.4,100.0,1.1
10552,20190315,06:40,994.5,100.0,1.1
10553,20190315,06:50,994.5,100.0,1.2
10554,20190315,07:00,994.5,100.0,1.2
10555,20190315,07:10,994.6,100.0,1.2
10556,20190315,07:20,994.7,100.0,1.1
10557,20190315,07:30,994.8,100.0,1.2
10558,20190315,07:40,994.8,100.0,1.2
10559,20190315,07:50,994.8,100.0,1.3
10560,20190315,08:00,994.9,100.0,1.3
10561,20190315,08:10,995.0,100.0,1.2
10562,20190315,08:20,995.1,100.0,1.2
10563,20190315,08:30,995.3,100.0,1.3
10564,20190315,08:40,995.4,100.0,1.2
10565,20190315,08:50,995.5,100.0,1.2
10566,20190315,09:00,995.5,100.0,1.3
10567,20190315,09:10,995.4,100.0,1.3
10568,20190315,09:20,995.4,100.0,1.3
10569,20190315,09:30,995.5,100.0,1.4
10570,20190315,09:40,995.6,100.0,1.5
10571,20190315,09:50,995.6,100.0,1.6
10572,20190315,10:00,995.6,100.0,1.6
10573,20190315,10:10,995.6,100.0,1.6
10574,20190315,10:20,995.7,100.0,1.5
10575,20190315,10:30,995.7,100.0,1.6
10576,20190315,10:40,995.6,100.0,1.6
10577,20190315,10:50,995.6,100.0,1.6
10578,20190315,11:00,995.6,100.0,1.5
10579,20190315,11:10,995.6,100.0,1.5
10580,20190315,11:20,995.6,100.0,1.5
10581,20190315,11:30,995.6,100.0,1.5
10582,20190315,11:40,995.6,100.0,1.6
10583,20190315,11:50,995.6,100.0,1.6
10584,20190315,12:00,995.5,100.0,1.6
10585,20190315,12:10,995.5,100.0,1.6
10586,20190315,12:20,995.4,100.0,1.6
10587,20190315,12:30,995.4,100.0,1.6
10588,20190315,12:40,995.4,99.0,1.6
10589,20190315,12:50,995.4,99.0,1.6
10590,20190315,13:00,995.3,99.0,1.6
10591,20190315,13:10,995.3,99.0,1.5
10592,20190315,13:20,995.3,99.0,1.5
10593,20190315,13:30,995.2,100.0,1.4
10594,20190315,13:40,995.1,100.0,1.4
10595,20190315,13:50,995.1,100.0,1.4
10596,20190315,14:00,995.1,100.0,1.4
10597,20190315,14:10,995.1,100.0,1.5
10598,20190315,14:20,995.0,100.0,1.7
10599,20190315,14:30,994.9,100.0,1.8
10600,20190315,14:40,994.9,99.0,1.8
10601,20190315,14:50,995.0,99.0,1.8
10602,20190315,15:00,995.0,99.0,1.6
10603,20190315,15:10,994.9,99.0,1.6
10604,20190315,15:20,994.9,100.0,1.5
10605,20190315,15:30,994.8,99.0,1.5
10606,20190315,15:40,994.8,99.0,1.5
10607,20190315,15:50,994.6,100.0,1.5
10608,20190315,16:00,994.6,100.0,1.5
10609,20190315,16:10,994.5,100.0,1.4
10610,20190315,16:20,994.4,100.0,1.2
10611,20190315,16:30,994.4,100.0,1.4
10612,20190315,16:40,994.4,100.0,1.4
10613,20190315,16:50,994.3,100.0,1.4
10614,20190315,17:00,994.3,100.0,1.3
