Vuosi,Kk,Pv,Klo,Aikavyöhyke,Ilmanpaine (msl) (hPa),Suhteellinen kosteus (%),Ilman lämpötila (degC)
2019,11,15,07:00,UTC,1025.9,100,0.1
2019,11,15,07:10,UTC,1026,100,0
2019,11,15,07:20,UTC,1026.2,100,0.4
2019,11,15,07:30,UTC,1026.4,100,0.2
2019,11,15,07:40,UTC,1026.4,100,0.3
2019,11,15,07:50,UTC,1026.5,100,0.6
2019,11,15,08:00,UTC,1026.5,100,0.7
2019,11,15,08:10,UTC,1026.6,100,1.2
2019,11,15,08:20,UTC,1026.5,100,1.2
2019,11,15,08:30,UTC,1026.6,100,1.4
2019,11,15,08:40,UTC,1026.7,99,2.2
2019,11,15,08:50,UTC,1026.8,98,2.2
2019,11,15,09:00,UTC,1026.9,95,2.9
2019,11,15,09:10,UTC,1026.9,97,2.7
2019,11,15,09:20,UTC,1027,95,2.7
2019,11,15,09:30,UTC,1027.1,96,2.7
2019,11,15,09:40,UTC,1027,96,2.7
2019,11,15,09:50,UTC,1027.1,95,3.1
2019,11,15,10:00,UTC,1027,95,3
2019,11,15,10:10,UTC,1027.1,93,3.3
2019,11,15,10:20,UTC,1027.1,92,3.3
2019,11,15,10:30,UTC,1027.3,91,3.4
2019,11,15,10:40,UTC,1027.2,90,3.7
2019,11,15,10:50,UTC,1027,90,3.6
2019,11,15,11:00,UTC,1027.2,89,3.5
2019,11,15,11:10,UTC,1027.2,89,3.5
2019,11,15,11:20,UTC,1027.2,89,3.6
2019,11,15,11:30,UTC,1027.2,90,3.5
2019,11,15,11:40,UTC,1027.1,90,3.6
2019,11,15,11:50,UTC,1027.2,89,3.6
2019,11,15,12:00,UTC,1027.3,89,3.7
2019,11,15,12:10,UTC,1027.2,90,3.5
2019,11,15,12:20,UTC,1027.2,88,3.5
2019,11,15,12:30,UTC,1027.3,89,3.4
2019,11,15,12:40,UTC,1027.4,91,3.3
2019,11,15,12:50,UTC,1027.5,92,3
2019,11,15,13:00,UTC,1027.5,93,2.9
2019,11,15,13:10,UTC,1027.5,92,2.8
2019,11,15,13:20,UTC,1027.5,93,2.7
2019,11,15,13:30,UTC,1027.5,94,2.5
2019,11,15,13:40,UTC,1027.5,94,2.4
2019,11,15,13:50,UTC,1027.5,96,2
2019,11,15,14:00,UTC,1027.5,96,2
2019,11,15,14:10,UTC,1027.4,97,1.6
2019,11,15,14:20,UTC,1027.5,99,1
2019,11,15,14:30,UTC,1027.4,99,0.9
2019,11,15,14:40,UTC,1027.5,100,0.4
2019,11,15,14:50,UTC,1027.5,100,0.6
2019,11,15,15:00,UTC,1027.4,100,0.5
2019,11,15,15:10,UTC,1027.5,100,0.5
2019,11,15,15:20,UTC,1027.6,100,0.4
2019,11,15,15:30,UTC,1027.7,100,0.3
2019,11,15,15:40,UTC,1027.7,100,0.6
2019,11,15,15:50,UTC,1027.7,100,0.3
2019,11,15,16:00,UTC,1027.7,100,-0.1
2019,11,15,16:10,UTC,1027.6,100,0.1
2019,11,15,16:20,UTC,1027.6,100,-0.1
2019,11,15,16:30,UTC,1027.7,100,0
2019,11,15,16:40,UTC,1027.6,100,-0.3
2019,11,15,16:50,UTC,1027.6,100,-0.6
2019,11,15,17:00,UTC,1027.6,100,-1.5
2019,11,15,17:10,UTC,1027.7,100,-1.1
2019,11,15,17:20,UTC,1027.8,100,-1.2
2019,11,15,17:30,UTC,1027.7,100,-0.6
2019,11,15,17:40,UTC,1027.7,100,-0.8
2019,11,15,17:50,UTC,1027.7,100,-0.7
2019,11,15,18:00,UTC,1027.7,100,-0.6
2019,11,15,18:10,UTC,1027.7,100,-0.7
2019,11,15,18:20,UTC,1027.6,100,-0.8
2019,11,15,18:30,UTC,1027.4,100,-0.8
2019,11,15,18:40,UTC,1027.4,100,-0.9
2019,11,15,18:50,UTC,1027.4,100,-1.1
2019,11,15,19:00,UTC,1027.3,100,-0.7
2019,11,15,19:10,UTC,1027.3,100,-0.7
2019,11,15,19:20,UTC,1027.2,100,-1
2019,11,15,19:30,UTC,1027.2,100,-0.6
2019,11,15,19:40,UTC,1027.1,100,-0.6
2019,11,15,19:50,UTC,1027.1,100,-0.8
2019,11,15,20:00,UTC,1027,100,-0.9
2019,11,15,20:10,UTC,1026.9,100,-1.1
2019,11,15,20:20,UTC,1026.9,100,-1.5
2019,11,15,20:30,UTC,1026.7,100,-1.1
2019,11,15,20:40,UTC,1026.7,100,-1.1
2019,11,15,20:50,UTC,1026.6,100,-1
2019,11,15,21:00,UTC,1026.5,100,-1.2
2019,11,15,21:10,UTC,1026.4,100,-1
2019,11,15,21:20,UTC,1026.4,100,-1.1
2019,11,15,21:30,UTC,1026.4,100,-1.2
2019,11,15,21:40,UTC,1026.3,100,-1.2
2019,11,15,21:50,UTC,1026.2,100,-1.3
2019,11,15,22:00,UTC,1026.3,100,-1.3
2019,11,15,22:10,UTC,1026.2,100,-1.6
2019,11,15,22:20,UTC,1026.1,100,-1.8
2019,11,15,22:30,UTC,1026,100,-1.9
2019,11,15,22:40,UTC,1026,100,-1.7
2019,11,15,22:50,UTC,1025.8,100,-1.6
2019,11,15,23:00,UTC,1025.7,100,-1.7
2019,11,15,23:10,UTC,1025.6,100,-1.6
2019,11,15,23:20,UTC,1025.6,100,-1.7
2019,11,15,23:30,UTC,1025.6,100,-1.7
2019,11,15,23:40,UTC,1025.5,100,-1.6
2019,11,15,23:50,UTC,1025.5,100,-1.5
2019,11,16,00:00,UTC,1025.4,100,-1.4
2019,11,16,00:10,UTC,1025.3,100,-1.3
2019,11,16,00:20,UTC,1025.2,100,-1.2
2019,11,16,00:30,UTC,1025.2,100,-1.1
2019,11,16,00:40,UTC,1025.1,100,-1
2019,11,16,00:50,UTC,1025,100,-1.1
2019,11,16,01:00,UTC,1024.9,100,-1.1
2019,11,16,01:10,UTC,1024.8,100,-1.1
2019,11,16,01:20,UTC,1024.7,100,-1
2019,11,16,01:30,UTC,1024.6,100,-1
2019,11,16,01:40,UTC,1024.5,100,-0.8
2019,11,16,01:50,UTC,1024.4,100,-0.7
2019,11,16,02:00,UTC,1024.3,100,-0.6
2019,11,16,02:10,UTC,1024.3,100,-0.6
2019,11,16,02:20,UTC,1024.3,100,-0.6
2019,11,16,02:30,UTC,1024.2,100,-0.7
2019,11,16,02:40,UTC,1024,100,-0.7
2019,11,16,02:50,UTC,1023.9,100,-0.6
2019,11,16,03:00,UTC,1023.8,100,-0.5
2019,11,16,03:10,UTC,1023.7,100,-0.5
2019,11,16,03:20,UTC,1023.7,100,-0.6
2019,11,16,03:30,UTC,1023.6,100,-0.6
2019,11,16,03:40,UTC,1023.4,100,-0.6
2019,11,16,03:50,UTC,1023.4,100,-0.6
2019,11,16,04:00,UTC,1023.5,100,-0.5
2019,11,16,04:10,UTC,1023.5,100,-0.4
2019,11,16,04:20,UTC,1023.4,100,-0.4
2019,11,16,04:30,UTC,1023.4,100,-0.4
2019,11,16,04:40,UTC,1023.3,100,-0.3
2019,11,16,04:50,UTC,1023.2,100,-0.2
2019,11,16,05:00,UTC,1023.2,100,-0.2
2019,11,16,05:10,UTC,1023.1,100,-0.2
2019,11,16,05:20,UTC,1023,100,-0.2
2019,11,16,05:30,UTC,1022.9,100,-0.1
2019,11,16,05:40,UTC,1022.9,100,-0.2
2019,11,16,05:50,UTC,1022.7,100,-0.2
2019,11,16,06:00,UTC,1022.7,100,-0.2
2019,11,16,06:10,UTC,1022.8,100,-0.2
2019,11,16,06:20,UTC,1022.9,100,-0.1
2019,11,16,06:30,UTC,1022.9,100,-0.1
2019,11,16,06:40,UTC,1023.1,100,-0.1
2019,11,16,06:50,UTC,1023.2,100,-0.1
2019,11,16,07:00,UTC,1023.2,100,-0.1
2019,11,16,07:10,UTC,1023.1,100,-0.1
2019,11,16,07:20,UTC,1023.1,100,-0.1
2019,11,16,07:30,UTC,1023,100,-0.2
2019,11,16,07:40,UTC,1023,100,-0.1
2019,11,16,07:50,UTC,1022.8,100,-0.2
2019,11,16,08:00,UTC,1022.8,100,-0.2
2019,11,16,08:10,UTC,1022.9,100,-0.2
2019,11,16,08:20,UTC,1022.7,100,-0.2
2019,11,16,08:30,UTC,1022.7,100,-0.1
2019,11,16,08:40,UTC,1022.6,100,-0.1
2019,11,16,08:50,UTC,1022.5,100,-0.1
2019,11,16,09:00,UTC,1022.3,100,-0.1
2019,11,16,09:10,UTC,1022.3,100,-0.1
2019,11,16,09:20,UTC,1022.4,100,0
2019,11,16,09:30,UTC,1022.3,100,0
2019,11,16,09:40,UTC,1022.2,100,0
2019,11,16,09:50,UTC,1022.2,100,0
2019,11,16,10:00,UTC,1022.1,100,0.1
2019,11,16,10:10,UTC,1022.1,100,0.1
2019,11,16,10:20,UTC,1021.9,100,0.1
2019,11,16,10:30,UTC,1021.8,100,0.1
2019,11,16,10:40,UTC,1021.8,100,0.2
2019,11,16,10:50,UTC,1021.6,100,0.2
2019,11,16,11:00,UTC,1021.6,100,0.2
2019,11,16,11:10,UTC,1021.4,100,0.2
2019,11,16,11:20,UTC,1021.2,100,0.2
2019,11,16,11:30,UTC,1021.3,100,0.3
2019,11,16,11:40,UTC,1021.4,100,0.3
2019,11,16,11:50,UTC,1021.4,100,0.3
2019,11,16,12:00,UTC,1021.3,100,0.3
2019,11,16,12:10,UTC,1021.4,100,0.3
2019,11,16,12:20,UTC,1021.4,100,0.3
2019,11,16,12:30,UTC,1021.4,100,0.3
2019,11,16,12:40,UTC,1021.5,100,0.3
2019,11,16,12:50,UTC,1021.4,100,0.3
2019,11,16,13:00,UTC,1021.3,100,0.3
2019,11,16,13:10,UTC,1021.2,100,0.3
2019,11,16,13:20,UTC,1021.3,100,0.3
2019,11,16,13:30,UTC,1021.3,100,0.2
2019,11,16,13:40,UTC,1021.3,100,0.3
2019,11,16,13:50,UTC,1021.2,100,0.3
2019,11,16,14:00,UTC,1021.1,100,0.3
2019,11,16,14:10,UTC,1021.2,100,0.4
2019,11,16,14:20,UTC,1020.9,100,0.3
2019,11,16,14:30,UTC,1020.7,100,0.4
2019,11,16,14:40,UTC,1020.5,100,0.3
2019,11,16,14:50,UTC,1020.7,100,0.4
2019,11,16,15:00,UTC,1020.6,100,0.4
2019,11,16,15:10,UTC,1020.8,100,0.4
2019,11,16,15:20,UTC,1020.4,100,0.4
2019,11,16,15:30,UTC,1020.3,100,0.4
2019,11,16,15:40,UTC,1020.2,100,0.4
2019,11,16,15:50,UTC,1020.2,100,0.4
2019,11,16,16:00,UTC,1020.3,100,0.5
2019,11,16,16:10,UTC,1020.3,100,0.5
2019,11,16,16:20,UTC,1020.2,100,0.5
2019,11,16,16:30,UTC,1020,100,0.5
2019,11,16,16:40,UTC,1020.2,100,0.5
2019,11,16,16:50,UTC,1020.1,100,0.5
2019,11,16,17:00,UTC,1020.2,100,0.6
2019,11,16,17:10,UTC,1020.2,100,0.6
2019,11,16,17:20,UTC,1020.2,100,0.7
2019,11,16,17:30,UTC,1020.2,100,0.7
2019,11,16,17:40,UTC,1020.1,100,0.8
2019,11,16,17:50,UTC,1020.1,100,0.8
2019,11,16,18:00,UTC,1019.9,100,0.9
2019,11,16,18:10,UTC,1019.9,100,0.9
2019,11,16,18:20,UTC,1019.6,100,0.9
2019,11,16,18:30,UTC,1019.5,100,1
2019,11,16,18:40,UTC,1019.5,100,1.1
2019,11,16,18:50,UTC,1019.4,100,1.2
2019,11,16,19:00,UTC,1019.3,100,1.3
2019,11,16,19:10,UTC,1019.4,100,1.4
2019,11,16,19:20,UTC,1019.4,100,1.4
2019,11,16,19:30,UTC,1019.2,100,1.4
2019,11,16,19:40,UTC,1019.4,100,1.5
2019,11,16,19:50,UTC,1019,100,1.5
2019,11,16,20:00,UTC,1018.7,100,1.6
2019,11,16,20:10,UTC,1018.3,100,1.6
2019,11,16,20:20,UTC,1018.5,100,1.7
2019,11,16,20:30,UTC,1018.4,100,1.7
2019,11,16,20:40,UTC,1018.3,100,1.7
2019,11,16,20:50,UTC,1018.3,100,1.7
2019,11,16,21:00,UTC,1018.2,100,1.8
2019,11,16,21:10,UTC,1017.9,100,1.9
2019,11,16,21:20,UTC,1018.7,100,2
2019,11,16,21:30,UTC,1018.5,100,2.1
2019,11,16,21:40,UTC,1018.3,100,2.1
2019,11,16,21:50,UTC,1018.8,100,2.2
2019,11,16,22:00,UTC,1019.2,100,2.6
2019,11,16,22:10,UTC,1019.2,100,3.2
2019,11,16,22:20,UTC,1019.3,100,3.8
2019,11,16,22:30,UTC,1019.4,100,3.8
2019,11,16,22:40,UTC,1018.8,100,3.9
2019,11,16,22:50,UTC,1018.6,100,4
2019,11,16,23:00,UTC,1017.9,100,4
2019,11,16,23:10,UTC,1017.5,100,4.1
2019,11,16,23:20,UTC,1017.2,100,4
2019,11,16,23:30,UTC,1016.5,100,3.9
2019,11,16,23:40,UTC,1016.6,100,3.9
2019,11,16,23:50,UTC,1016.5,100,3.8
2019,11,17,00:00,UTC,1016.7,100,3.8
2019,11,17,00:10,UTC,1017.2,100,3.9
2019,11,17,00:20,UTC,1017.3,100,4.1
2019,11,17,00:30,UTC,1016.9,100,3.9
2019,11,17,00:40,UTC,1017,100,3.9
2019,11,17,00:50,UTC,1016.9,100,3.9
2019,11,17,01:00,UTC,1016.7,100,4
2019,11,17,01:10,UTC,1016.7,100,4.1
2019,11,17,01:20,UTC,1017.1,100,4.3
2019,11,17,01:30,UTC,1017,100,4.3
2019,11,17,01:40,UTC,1017,100,4.5
2019,11,17,01:50,UTC,1016.8,100,4.5
2019,11,17,02:00,UTC,1016.8,100,4.4
2019,11,17,02:10,UTC,1016.7,100,4.4
2019,11,17,02:20,UTC,1016.6,100,4.5
2019,11,17,02:30,UTC,1016.7,100,4.5
2019,11,17,02:40,UTC,1016.5,100,4.5
2019,11,17,02:50,UTC,1016.5,100,4.6
2019,11,17,03:00,UTC,1016.5,100,4.8
2019,11,17,03:10,UTC,1016.3,100,4.8
2019,11,17,03:20,UTC,1016.1,100,4.7
2019,11,17,03:30,UTC,1016.2,100,4.8
2019,11,17,03:40,UTC,1016.2,100,4.9
2019,11,17,03:50,UTC,1016.1,100,5
2019,11,17,04:00,UTC,1015.9,100,5.1
2019,11,17,04:10,UTC,1016,100,5.2
2019,11,17,04:20,UTC,1016.2,100,5.2
2019,11,17,04:30,UTC,1016.2,100,5.3
2019,11,17,04:40,UTC,1016.1,100,5.4
2019,11,17,04:50,UTC,1016,100,5.5
2019,11,17,05:00,UTC,1016,100,5.5
2019,11,17,05:10,UTC,1016,100,5.6
2019,11,17,05:20,UTC,1016.1,100,5.6
2019,11,17,05:30,UTC,1016,100,5.7
2019,11,17,05:40,UTC,1015.9,100,5.8
2019,11,17,05:50,UTC,1015.8,100,5.8
2019,11,17,06:00,UTC,1016,100,5.9
2019,11,17,06:10,UTC,1016,100,6
2019,11,17,06:20,UTC,1016.1,100,6.3
2019,11,17,06:30,UTC,1016.2,100,6.5
2019,11,17,06:40,UTC,1016.3,100,6.5
2019,11,17,06:50,UTC,1016.4,100,6.7
2019,11,17,07:00,UTC,1016.2,100,6.9
2019,11,17,07:10,UTC,1016.1,100,7.2
2019,11,17,07:20,UTC,1016.3,100,7.3
2019,11,17,07:30,UTC,1016.4,100,7.5
2019,11,17,07:40,UTC,1016.5,100,7.5
2019,11,17,07:50,UTC,1016.8,100,7.5
2019,11,17,08:00,UTC,1016.8,100,7.5
2019,11,17,08:10,UTC,1017,100,7.7
2019,11,17,08:20,UTC,1017.1,100,7.7
2019,11,17,08:30,UTC,1017.1,100,7.8
2019,11,17,08:40,UTC,1017.2,100,7.8
2019,11,17,08:50,UTC,1017.3,100,7.9
2019,11,17,09:00,UTC,1017.4,100,7.8
2019,11,17,09:10,UTC,1017.5,100,7.8
2019,11,17,09:20,UTC,1017.5,99,8.1
2019,11,17,09:30,UTC,1017.6,97,7.9
2019,11,17,09:40,UTC,1017.6,96,7.9
2019,11,17,09:50,UTC,1017.8,97,7.6
2019,11,17,10:00,UTC,1017.8,97,7.6
2019,11,17,10:10,UTC,1017.9,94,7.8
2019,11,17,10:20,UTC,1017.9,95,7.6
2019,11,17,10:30,UTC,1018,96,7.6
2019,11,17,10:40,UTC,1018,96,7.6
2019,11,17,10:50,UTC,1018.1,95,7.7
2019,11,17,11:00,UTC,1018.1,93,7.8
2019,11,17,11:10,UTC,1018.1,94,7.7
2019,11,17,11:20,UTC,1018.3,94,7.7
2019,11,17,11:30,UTC,1018.3,93,7.8
2019,11,17,11:40,UTC,1018.2,93,7.9
2019,11,17,11:50,UTC,1018.1,95,7.7
2019,11,17,12:00,UTC,1018.3,93,7.9
2019,11,17,12:10,UTC,1018.3,94,7.8
2019,11,17,12:20,UTC,1018.3,93,7.9
2019,11,17,12:30,UTC,1018.5,94,7.9
2019,11,17,12:40,UTC,1018.5,95,7.8
2019,11,17,12:50,UTC,1018.6,96,7.8
2019,11,17,13:00,UTC,1018.7,98,7.6
2019,11,17,13:10,UTC,1018.7,99,7.6
2019,11,17,13:20,UTC,1018.7,99,7.5
2019,11,17,13:30,UTC,1018.7,100,7.4
2019,11,17,13:40,UTC,1018.8,99,7.6
2019,11,17,13:50,UTC,1018.8,97,7.6
2019,11,17,14:00,UTC,1018.8,99,7.6
2019,11,17,14:10,UTC,1018.8,98,7.7
2019,11,17,14:20,UTC,1019,99,7.7
2019,11,17,14:30,UTC,1018.9,100,7.6
2019,11,17,14:40,UTC,1019,100,7.5
2019,11,17,14:50,UTC,1019.1,100,7.5
2019,11,17,15:00,UTC,1019,100,7.8
2019,11,17,15:10,UTC,1019,99,7.7
2019,11,17,15:20,UTC,1019,99,7.8
2019,11,17,15:30,UTC,1019.1,99,7.7
2019,11,17,15:40,UTC,1019.1,98,7.8
2019,11,17,15:50,UTC,1019.1,97,7.8
2019,11,17,16:00,UTC,1019.2,98,7.8
2019,11,17,16:10,UTC,1019.3,98,7.8
2019,11,17,16:20,UTC,1019.3,98,7.8
2019,11,17,16:30,UTC,1019.4,98,7.7
2019,11,17,16:40,UTC,1019.4,98,7.6
2019,11,17,16:50,UTC,1019.5,98,7.7
2019,11,17,17:00,UTC,1019.5,99,7.5
2019,11,17,17:10,UTC,1019.6,99,7.6
2019,11,17,17:20,UTC,1019.6,99,7.5
2019,11,17,17:30,UTC,1019.7,99,7.5
2019,11,17,17:40,UTC,1019.6,99,7.5
2019,11,17,17:50,UTC,1019.7,99,7.4
2019,11,17,18:00,UTC,1019.8,99,7.4
2019,11,17,18:10,UTC,1019.9,99,7.4
2019,11,17,18:20,UTC,1020,98,7.5
2019,11,17,18:30,UTC,1020,99,7.3
2019,11,17,18:40,UTC,1020.2,99,7.5
2019,11,17,18:50,UTC,1020.4,99,7.4
2019,11,17,19:00,UTC,1020.5,99,7.3
2019,11,17,19:10,UTC,1020.7,100,7.3
2019,11,17,19:20,UTC,1020.8,100,7.2
2019,11,17,19:30,UTC,1021,100,7.1
2019,11,17,19:40,UTC,1020.9,100,7.1
2019,11,17,19:50,UTC,1021.1,100,7.3
2019,11,17,20:00,UTC,1021.1,100,7.4
2019,11,17,20:10,UTC,1021.2,100,7.5
2019,11,17,20:20,UTC,1021.2,100,7.6
2019,11,17,20:30,UTC,1021.2,100,7.5
2019,11,17,20:40,UTC,1021.3,100,7.7
2019,11,17,20:50,UTC,1021.4,100,7.6
2019,11,17,21:00,UTC,1021.5,99,7.6
2019,11,17,21:10,UTC,1021.6,100,7.5
2019,11,17,21:20,UTC,1021.7,100,7.5
2019,11,17,21:30,UTC,1021.7,100,7.4
2019,11,17,21:40,UTC,1021.7,100,7.4
2019,11,17,21:50,UTC,1021.7,100,7.3
2019,11,17,22:00,UTC,1021.8,99,7.4
2019,11,17,22:10,UTC,1021.9,98,7.4
2019,11,17,22:20,UTC,1022,99,7.3
2019,11,17,22:30,UTC,1022,99,7.3
2019,11,17,22:40,UTC,1022.2,98,7.4
2019,11,17,22:50,UTC,1022.3,97,7.3
2019,11,17,23:00,UTC,1022.2,96,7.4
2019,11,17,23:10,UTC,1022.3,94,7.4
2019,11,17,23:20,UTC,1022.3,95,7.3
2019,11,17,23:30,UTC,1022.2,95,7.2
2019,11,17,23:40,UTC,1022.3,95,7.2
2019,11,17,23:50,UTC,1022.5,93,7.2
2019,11,18,00:00,UTC,1022.5,92,7.2
2019,11,18,00:10,UTC,1022.6,92,7.2
2019,11,18,00:20,UTC,1022.6,90,7.2
2019,11,18,00:30,UTC,1022.6,88,7.3
2019,11,18,00:40,UTC,1022.6,88,7.3
2019,11,18,00:50,UTC,1022.8,90,7.1
2019,11,18,01:00,UTC,1022.8,87,7.3
2019,11,18,01:10,UTC,1022.9,90,7.1
2019,11,18,01:20,UTC,1022.9,91,7
2019,11,18,01:30,UTC,1023,88,7.2
2019,11,18,01:40,UTC,1023.1,87,7.2
2019,11,18,01:50,UTC,1023.1,90,7
2019,11,18,02:00,UTC,1023.2,92,6.8
2019,11,18,02:10,UTC,1023.1,93,6.7
2019,11,18,02:20,UTC,1023.2,93,6.7
2019,11,18,02:30,UTC,1023.3,94,6.6
2019,11,18,02:40,UTC,1023.3,92,6.7
2019,11,18,02:50,UTC,1023.3,92,6.4
2019,11,18,03:00,UTC,1023.4,92,6.2
2019,11,18,03:10,UTC,1023.3,93,5.8
2019,11,18,03:20,UTC,1023.3,94,5.4
2019,11,18,03:30,UTC,1023.2,96,5
2019,11,18,03:40,UTC,1023.2,97,4.8
2019,11,18,03:50,UTC,1023.2,98,4.8
2019,11,18,04:00,UTC,1023.4,98,4.2
2019,11,18,04:10,UTC,1023.3,100,4.4
2019,11,18,04:20,UTC,1023.4,99,4.1
2019,11,18,04:30,UTC,1023.6,100,4.3
2019,11,18,04:40,UTC,1023.6,100,4.2
2019,11,18,04:50,UTC,1023.6,100,4.2
2019,11,18,05:00,UTC,1023.7,100,4.5
2019,11,18,05:10,UTC,1023.8,100,3.4
2019,11,18,05:20,UTC,1023.8,100,3
2019,11,18,05:30,UTC,1023.7,100,2.8
2019,11,18,05:40,UTC,1023.9,100,2.9
2019,11,18,05:50,UTC,1024.1,100,2.7
2019,11,18,06:00,UTC,1024.2,100,2.8
2019,11,18,06:10,UTC,1024,100,2.8
2019,11,18,06:20,UTC,1024.2,100,1.9
2019,11,18,06:30,UTC,1024.2,100,2.1
2019,11,18,06:40,UTC,1024.3,100,2.1
2019,11,18,06:50,UTC,1024.5,100,1.6
2019,11,18,07:00,UTC,1024.7,100,1.4
2019,11,18,07:10,UTC,1024.9,100,2.3
2019,11,18,07:20,UTC,1024.9,100,2.5
2019,11,18,07:30,UTC,1025,100,2.5
2019,11,18,07:40,UTC,1024.9,100,2.3
2019,11,18,07:50,UTC,1024.9,100,2.9
2019,11,18,08:00,UTC,1024.9,100,2.3
2019,11,18,08:10,UTC,1024.8,100,3
2019,11,18,08:20,UTC,1024.9,100,3.5
2019,11,18,08:30,UTC,1025.1,100,3.6
2019,11,18,08:40,UTC,1025,100,3.9
2019,11,18,08:50,UTC,1025.1,100,4.6
2019,11,18,09:00,UTC,1025,100,4.9
2019,11,18,09:10,UTC,1025.1,100,5
2019,11,18,09:20,UTC,1025.1,100,5.1
2019,11,18,09:30,UTC,1025.1,100,5
2019,11,18,09:40,UTC,1025.2,100,5.1
2019,11,18,09:50,UTC,1025.1,100,5.1
2019,11,18,10:00,UTC,1025.3,100,5.2
2019,11,18,10:10,UTC,1025.3,100,5.3
2019,11,18,10:20,UTC,1025.1,100,5.5
2019,11,18,10:30,UTC,1025.1,100,5.6
2019,11,18,10:40,UTC,1024.9,100,5.7
2019,11,18,10:50,UTC,1025,100,5.7
2019,11,18,11:00,UTC,1025,100,5.6
2019,11,18,11:10,UTC,1024.9,100,5.6
2019,11,18,11:20,UTC,1024.7,100,5.7
2019,11,18,11:30,UTC,1024.8,100,5.6
2019,11,18,11:40,UTC,1024.8,100,5.5
2019,11,18,11:50,UTC,1024.7,100,5.4
2019,11,18,12:00,UTC,1024.6,100,5.4
2019,11,18,12:10,UTC,1024.5,100,5.4
2019,11,18,12:20,UTC,1024.4,100,5.4
2019,11,18,12:30,UTC,1024.6,100,5.4
2019,11,18,12:40,UTC,1024.5,100,5.3
2019,11,18,12:50,UTC,1024.6,100,5.3
2019,11,18,13:00,UTC,1024.5,100,5.3
2019,11,18,13:10,UTC,1024.4,100,5.3
2019,11,18,13:20,UTC,1024.5,100,5.3
2019,11,18,13:30,UTC,1024.4,100,5.4
2019,11,18,13:40,UTC,1024.2,100,5.4
2019,11,18,13:50,UTC,1024.3,100,5.3
2019,11,18,14:00,UTC,1024.4,100,5.3
2019,11,18,14:10,UTC,1024.4,100,5.3
2019,11,18,14:20,UTC,1024.4,100,5.3
2019,11,18,14:30,UTC,1024.3,100,5.3
2019,11,18,14:40,UTC,1024.3,100,5.3
2019,11,18,14:50,UTC,1024.1,100,5.3
2019,11,18,15:00,UTC,1024.2,100,5.3
2019,11,18,15:10,UTC,1024.2,100,5.3
2019,11,18,15:20,UTC,1024,100,5.3
2019,11,18,15:30,UTC,1023.9,100,5.4
2019,11,18,15:40,UTC,1023.9,100,5.4
2019,11,18,15:50,UTC,1023.9,100,5.4
2019,11,18,16:00,UTC,1023.8,100,5.4
2019,11,18,16:10,UTC,1023.7,100,5.4
2019,11,18,16:20,UTC,1023.5,100,5.5
2019,11,18,16:30,UTC,1023.4,100,5.4
2019,11,18,16:40,UTC,1023.4,100,5.5
2019,11,18,16:50,UTC,1023.4,100,5.4
2019,11,18,17:00,UTC,1023.4,100,5.5
2019,11,18,17:10,UTC,1023.5,100,5.4
2019,11,18,17:20,UTC,1023.5,100,5.5
2019,11,18,17:30,UTC,1023.6,100,5.5
2019,11,18,17:40,UTC,1023.4,100,5.5
2019,11,18,17:50,UTC,1023.2,100,5.4
2019,11,18,18:00,UTC,1023.2,100,5.4
2019,11,18,18:10,UTC,1023.2,100,5.4
2019,11,18,18:20,UTC,1023,100,5.5
2019,11,18,18:30,UTC,1023,100,5.5
2019,11,18,18:40,UTC,1023,100,5.5
2019,11,18,18:50,UTC,1022.8,100,5.5
2019,11,18,19:00,UTC,1022.9,100,5.5
2019,11,18,19:10,UTC,1022.7,100,5.5
2019,11,18,19:20,UTC,1022.6,100,5.5
2019,11,18,19:30,UTC,1022.5,100,5.5
2019,11,18,19:40,UTC,1022.4,100,5.4
2019,11,18,19:50,UTC,1022.4,100,5.4
2019,11,18,20:00,UTC,1022.3,100,5.4
2019,11,18,20:10,UTC,1022.3,100,5.5
2019,11,18,20:20,UTC,1022.2,100,5.5
2019,11,18,20:30,UTC,1022.2,100,5.6
2019,11,18,20:40,UTC,1022.1,100,5.7
2019,11,18,20:50,UTC,1022,100,5.7
2019,11,18,21:00,UTC,1022,100,5.9
2019,11,18,21:10,UTC,1021.9,100,5.9
2019,11,18,21:20,UTC,1021.9,100,6
2019,11,18,21:30,UTC,1021.9,100,6
2019,11,18,21:40,UTC,1021.9,100,6.1
2019,11,18,21:50,UTC,1021.8,100,6.3
2019,11,18,22:00,UTC,1021.9,100,6.5
2019,11,18,22:10,UTC,1021.8,100,6.6
2019,11,18,22:20,UTC,1021.8,100,6.5
2019,11,18,22:30,UTC,1021.6,100,6.6
2019,11,18,22:40,UTC,1021.6,100,6.6
2019,11,18,22:50,UTC,1021.7,100,6.6
2019,11,18,23:00,UTC,1021.6,100,6.6
2019,11,18,23:10,UTC,1021.6,100,6.5
2019,11,18,23:20,UTC,1021.6,100,6.4
2019,11,18,23:30,UTC,1021.6,100,6.4
2019,11,18,23:40,UTC,1021.5,100,6.4
2019,11,18,23:50,UTC,1021.3,100,6.4
2019,11,19,00:00,UTC,1021.2,100,6.4
2019,11,19,00:10,UTC,1021.2,100,6.4
2019,11,19,00:20,UTC,1021.2,100,6.4
2019,11,19,00:30,UTC,1021.1,100,6.4
