date,time,pressure (hPa),humidity (%),temperature (degC)
20190321,22:00,1012.8,68,3.6
20190321,22:10,1013.2,66,3.9
20190321,22:20,1013.4,65,3.5
20190321,22:30,1013.3,63,3.6
20190321,22:40,1013.3,62,3.4
20190321,22:50,1013.5,61,3.2
20190321,23:00,1013.4,60,3.1
20190321,23:10,1013.6,59,2.9
20190321,23:20,1013.5,58,2.8
20190321,23:30,1013.8,59,2.6
20190321,23:40,1014,59,2.5
20190321,23:50,1014.3,59,2.4
20190322,00:00,1014.5,60,2.1
20190322,00:10,1014.7,60,2.1
20190322,00:20,1014.7,59,2.1
20190322,00:30,1014.9,60,1.9
20190322,00:40,1015.3,59,1.9
20190322,00:50,1015.5,59,1.8
20190322,01:00,1015.7,58,1.7
20190322,01:10,1015.9,57,1.8
20190322,01:20,1016,57,1.6
20190322,01:30,1016.2,57,1.5
20190322,01:40,1016.4,58,1.4
20190322,01:50,1016.5,57,1.5
20190322,02:00,1016.5,58,1.4
20190322,02:10,1016.7,57,1.5
20190322,02:20,1016.9,59,1.2
20190322,02:30,1017.2,60,1.1
20190322,02:40,1017.2,60,1.1
20190322,02:50,1017.4,61,1
20190322,03:00,1017.6,60,1.1
20190322,03:10,1017.7,62,0.8
20190322,03:20,1017.9,60,1
20190322,03:30,1018,61,0.9
20190322,03:40,1018.2,62,0.8
20190322,03:50,1018.5,62,0.7
20190322,04:00,1018.7,61,0.8
20190322,04:10,1019,61,0.8
20190322,04:20,1019.1,63,0.7
20190322,04:30,1019.3,63,0.6
20190322,04:40,1019.5,63,0.6
20190322,04:50,1019.6,63,0.6
20190322,05:00,1019.8,63,0.6
20190322,05:10,1019.9,62,0.8
20190322,05:20,1020.2,63,0.8
20190322,05:30,1020.4,62,1
20190322,05:40,1020.6,61,1.2
20190322,05:50,1020.9,61,1.3
20190322,06:00,1020.7,59,1.5
20190322,06:10,1021,59,1.7
20190322,06:20,1021.1,58,1.7
20190322,06:30,1021.5,59,1.8
20190322,06:40,1021.8,58,2
20190322,06:50,1021.6,57,2.1
20190322,07:00,1022.2,57,2.1
20190322,07:10,1022,55,2.3
20190322,07:20,1022.3,55,2.4
20190322,07:30,1022.5,54,2.7
20190322,07:40,1022.6,54,2.7
20190322,07:50,1022.7,54,2.9
20190322,08:00,1022.8,54,3.2
20190322,08:10,1023,52,3.2
20190322,08:20,1023,50,3.4
20190322,08:30,1023.2,47,3.5
20190322,08:40,1023.2,46,3.6
20190322,08:50,1023.3,45,3.7
20190322,09:00,1023.5,46,3.8
20190322,09:10,1023.7,44,4.1
20190322,09:20,1023.5,43,4.3
20190322,09:30,1023.8,43,4.4
20190322,09:40,1023.9,41,4.5
20190322,09:50,1024.1,42,4.5
20190322,10:00,1024.2,40,4.6
20190322,10:10,1024.3,40,4.8
20190322,10:20,1024.3,39,4.9
20190322,10:30,1024.5,38,5.1
20190322,10:40,1024.3,37,5.1
20190322,10:50,1024.5,38,5.2
20190322,11:00,1024.6,38,5.4
20190322,11:10,1024.6,36,5.4
20190322,11:20,1024.6,35,5.6
20190322,11:30,1024.9,35,5.8
20190322,11:40,1024.9,33,5.7
20190322,11:50,1024.9,33,5.8
20190322,12:00,1025.1,33,6.3
20190322,12:10,1024.8,30,6.2
20190322,12:20,1025.1,32,6.1
20190322,12:30,1025.1,33,6.2
20190322,12:40,1025.2,33,5.9
20190322,12:50,1025.3,33,6.2
20190322,13:00,1025.3,32,6.2
20190322,13:10,1025.5,34,6.1
20190322,13:20,1025.6,35,6.3
20190322,13:30,1025.9,35,6.3
20190322,13:40,1026,33,6.2
20190322,13:50,1026,33,6.6
20190322,14:00,1026,32,6.3
20190322,14:10,1026,31,6.4
20190322,14:20,1026.2,31,6.4
20190322,14:30,1026.2,31,6.2
20190322,14:40,1026.3,33,6.3
20190322,14:50,1026.3,32,6.3
20190322,15:00,1026.2,32,6.3
20190322,15:10,1026.4,33,6.3
20190322,15:20,1026.5,34,6.3
20190322,15:30,1026.7,34,6.1
20190322,15:40,1026.9,34,6.2
20190322,15:50,1027.1,36,5.8
20190322,16:00,1027.2,37,5.9
20190322,16:10,1027.4,36,5.7
20190322,16:20,1027.4,42,5
20190322,16:30,1027.6,46,4
20190322,16:40,1027.6,48,3.8
20190322,16:50,1027.7,51,3.6
20190322,17:00,1027.8,54,3.4
20190322,17:10,1028,57,3.1
20190322,17:20,1028.2,57,3.1
20190322,17:30,1028,59,2.8
20190322,17:40,1028,59,2.8
20190322,17:50,1027.9,62,2.3
20190322,18:00,1027.8,64,1.9
20190322,18:10,1027.8,64,1.8
20190322,18:20,1027.7,67,1.2
20190322,18:30,1027.6,65,1.6
20190322,18:40,1027.6,66,1.1
20190322,18:50,1027.5,67,0.9
20190322,19:00,1027.4,69,0.7
20190322,19:10,1027.4,69,0.6
20190322,19:20,1027.4,70,0.3
20190322,19:30,1027.3,69,0.3
20190322,19:40,1027,70,0.4
20190322,19:50,1027.1,71,0.2
20190322,20:00,1027.2,73,-0.1
20190322,20:10,1027.1,72,0
20190322,20:20,1027.2,71,0.3
20190322,20:30,1027.2,72,0
20190322,20:40,1027.2,71,0
20190322,20:50,1027.3,71,0.2
20190322,21:00,1027.3,71,0.1
20190322,21:10,1027.2,71,0.1
20190322,21:20,1027,73,-0.4
20190322,21:30,1026.6,75,-0.8
20190322,21:40,1026.5,73,-0.2
20190322,21:50,1026.4,71,0
20190322,22:00,1026.4,70,0.1
20190322,22:10,1026.4,70,-0.2
20190322,22:20,1026.5,70,-0.2
20190322,22:30,1026.2,69,0.3
20190322,22:40,1026.1,74,-0.2
20190322,22:50,1025.8,70,0.3
20190322,23:00,1025.9,70,0.3
20190322,23:10,1025.9,71,-0.1
20190322,23:20,1025.7,71,0
20190322,23:30,1025.5,69,0.2
20190322,23:40,1025.3,69,0.2
20190322,23:50,1025.1,69,0.2
20190323,00:00,1024.9,69,0.4
20190323,00:10,1024.8,70,0.4
20190323,00:20,1024.6,71,0.5
20190323,00:30,1024.4,73,0.3
20190323,00:40,1024.4,75,0.5
20190323,00:50,1024.4,78,0.4
20190323,01:00,1024,81,0.3
20190323,01:10,1023.8,83,0.4
20190323,01:20,1023.6,85,0.4
20190323,01:30,1023.6,86,0.4
20190323,01:40,1023.4,84,0.5
20190323,01:50,1023.4,83,0.6
20190323,02:00,1023.2,85,0.5
20190323,02:10,1023,86,0.4
20190323,02:20,1022.8,86,0.5
20190323,02:30,1022.7,85,0.3
20190323,02:40,1022.4,83,0.3
20190323,02:50,1022.2,83,0.6
20190323,03:00,1021.9,82,0.7
20190323,03:10,1021.6,80,0.7
20190323,03:20,1021.4,78,0.7
20190323,03:30,1021.4,76,0.8
20190323,03:40,1021.2,76,0.7
20190323,03:50,1020.9,76,0.6
20190323,04:00,1020.9,74,0.8
20190323,04:10,1020.7,73,0.8
20190323,04:20,1020.3,73,0.8
20190323,04:30,1020.1,73,0.8
20190323,04:40,1020,75,0.8
20190323,04:50,1019.7,71,1
20190323,05:00,1019.4,70,1.1
20190323,05:10,1019.3,68,1.1
20190323,05:20,1019,65,1.4
20190323,05:30,1018.9,63,1.5
20190323,05:40,1018.6,62,1.5
20190323,05:50,1018.5,61,1.7
20190323,06:00,1018.2,60,1.7
20190323,06:10,1018,59,1.9
20190323,06:20,1017.7,58,2
20190323,06:30,1017.4,58,2
20190323,06:40,1017.2,57,2.1
20190323,06:50,1016.8,58,2.1
20190323,07:00,1016.6,58,2.1
20190323,07:10,1016.5,59,2.1
20190323,07:20,1016.3,61,2
20190323,07:30,1016,62,2.1
20190323,07:40,1015.9,62,2.3
20190323,07:50,1015.8,64,2.3
20190323,08:00,1015.6,66,2.5
20190323,08:10,1015.4,69,2.5
20190323,08:20,1015.3,73,2.4
20190323,08:30,1014.8,77,2.4
20190323,08:40,1014.6,79,2.6
20190323,08:50,1014.5,82,2.6
20190323,09:00,1014.2,85,2.6
20190323,09:10,1013.8,88,2.6
20190323,09:20,1013.9,89,2.6
20190323,09:30,1013.8,91,2.5
20190323,09:40,1013.7,91,2.6
20190323,09:50,1013.5,92,2.6
20190323,10:00,1013.2,93,2.6
20190323,10:10,1013.2,94,2.6
20190323,10:20,1013,95,2.5
20190323,10:30,1012.9,98,2.4
20190323,10:40,1012.8,99,2.5
20190323,10:50,1012.6,99,2.5
20190323,11:00,1012.5,99,2.5
20190323,11:10,1012.4,99,2.5
20190323,11:20,1012,99,2.7
20190323,11:30,1011.7,99,2.8
20190323,11:40,1011.6,99,2.9
20190323,11:50,1011.5,98,3
20190323,12:00,1011.2,99,2.9
20190323,12:10,1011,99,2.9
20190323,12:20,1010.9,99,3
20190323,12:30,1010.8,99,2.9
20190323,12:40,1010.7,100,3
20190323,12:50,1010.5,100,3.1
20190323,13:00,1010.3,100,3.1
20190323,13:10,1010.3,100,3.2
20190323,13:20,1010,100,3.2
20190323,13:30,1009.9,100,3.3
20190323,13:40,1009.9,100,3.3
20190323,13:50,1009.9,100,3.3
20190323,14:00,1009.8,100,3.3
20190323,14:10,1009.9,100,3.3
20190323,14:20,1009.9,100,3.2
20190323,14:30,1009.7,100,3.3
20190323,14:40,1009.8,100,3.3
20190323,14:50,1009.7,100,3.4
20190323,15:00,1009.5,100,3.4
20190323,15:10,1009.4,100,3.4
20190323,15:20,1009.4,100,3.5
20190323,15:30,1009.2,100,3.5
20190323,15:40,1009.1,100,3.6
20190323,15:50,1009.1,100,3.6
20190323,16:00,1009,100,3.6
20190323,16:10,1008.9,100,3.7
20190323,16:20,1008.9,100,3.6
20190323,16:30,1008.8,100,3.7
20190323,16:40,1008.8,100,3.7
20190323,16:50,1008.9,100,3.6
20190323,17:00,1008.8,100,3.6
20190323,17:10,1008.7,99,3.5
20190323,17:20,1008.6,99,3.4
20190323,17:30,1008.6,98,3.4
20190323,17:40,1008.5,98,3.3
20190323,17:50,1008.5,98,3.3
20190323,18:00,1008.5,98,3.2
20190323,18:10,1008.4,98,3.1
20190323,18:20,1008.3,98,3
20190323,18:30,1008.3,98,2.8
20190323,18:40,1008.2,98,2.6
20190323,18:50,1008.1,99,2.4
20190323,19:00,1007.9,100,2.3
20190323,19:10,1008,100,2.2
20190323,19:20,1008.1,100,2.2
20190323,19:30,1008.1,100,2.2
20190323,19:40,1008,100,2.1
20190323,19:50,1007.9,100,2
20190323,20:00,1007.8,100,1.8
20190323,20:10,1007.8,100,1.7
20190323,20:20,1007.8,100,1.6
20190323,20:30,1007.7,100,1.4
20190323,20:40,1007.6,100,1
20190323,20:50,1007.4,100,0.7
20190323,21:00,1007.4,100,0.7
20190323,21:10,1007.3,100,0.6
20190323,21:20,1007.3,100,0.7
20190323,21:30,1007.1,100,0.6
20190323,21:40,1007,100,0.5
20190323,21:50,1007,100,0.5
20190323,22:00,1006.9,100,0.7
20190323,22:10,1006.8,98,0.7
20190323,22:20,1006.7,98,0.6
20190323,22:30,1006.7,98,0.5
20190323,22:40,1006.6,97,0.5
20190323,22:50,1006.4,96,0.5
20190323,23:00,1006.4,97,0.6
20190323,23:10,1006.3,95,0.7
20190323,23:20,1006.3,92,0.9
20190323,23:30,1006.2,92,0.6
20190323,23:40,1006.2,91,0.7
20190323,23:50,1006.1,91,0.6
20190324,00:00,1006.1,90,0.8
20190324,00:10,1006,87,1.1
20190324,00:20,1005.9,83,1.7
20190324,00:30,1005.9,82,1.8
20190324,00:40,1005.9,82,1.8
20190324,00:50,1005.8,82,1.7
20190324,01:00,1005.8,82,1.7
20190324,01:10,1005.8,83,1.7
20190324,01:20,1005.8,83,1.5
20190324,01:30,1005.7,83,1.5
20190324,01:40,1005.7,83,1.5
20190324,01:50,1005.7,83,1.4
20190324,02:00,1005.8,81,1.6
20190324,02:10,1005.8,81,1.4
20190324,02:20,1005.9,79,1.6
20190324,02:30,1006,78,1.6
20190324,02:40,1006.1,78,1.6
20190324,02:50,1006.1,78,1.6
20190324,03:00,1006.1,78,1.5
20190324,03:10,1006.2,77,1.4
20190324,03:20,1006.2,77,1.4
20190324,03:30,1006.3,76,1.4
20190324,03:40,1006.4,76,1.3
20190324,03:50,1006.5,76,1.2
20190324,04:00,1006.6,77,1
20190324,04:10,1006.5,77,0.9
20190324,04:20,1006.6,77,0.9
20190324,04:30,1006.5,76,0.9
20190324,04:40,1006.4,74,1
20190324,04:50,1006.6,74,1.1
20190324,05:00,1006.7,72,1.3
20190324,05:10,1006.7,72,1.3
20190324,05:20,1006.7,71,1.6
20190324,05:30,1006.7,70,1.8
20190324,05:40,1006.8,68,2
20190324,05:50,1006.9,67,2.2
20190324,06:00,1006.9,66,2.3
20190324,06:10,1007,66,2.5
20190324,06:20,1007.1,64,2.7
20190324,06:30,1007.1,62,2.9
20190324,06:40,1007.2,62,3
20190324,06:50,1007.1,61,3.1
20190324,07:00,1007.2,60,3.2
20190324,07:10,1007.1,59,3.4
20190324,07:20,1007.2,59,3.5
20190324,07:30,1007.2,56,3.7
20190324,07:40,1007.2,58,3.9
20190324,07:50,1007.2,55,4
20190324,08:00,1007.1,53,4
20190324,08:10,1007.1,54,4.1
20190324,08:20,1007,52,4.2
20190324,08:30,1007.1,51,4.3
20190324,08:40,1007.1,52,4.4
20190324,08:50,1007.1,52,4.2
20190324,09:00,1007.1,50,4.4
20190324,09:10,1007.1,50,4.5
20190324,09:20,1007,49,4.6
20190324,09:30,1007,50,5
20190324,09:40,1006.8,48,4.9
20190324,09:50,1006.9,48,5
20190324,10:00,1006.9,49,5.1
20190324,10:10,1006.8,48,5.2
20190324,10:20,1006.7,47,5
20190324,10:30,1006.7,47,5.3
20190324,10:40,1006.8,46,5.5
20190324,10:50,1006.7,45,5.5
20190324,11:00,1006.9,46,5.3
20190324,11:10,1006.8,46,5.1
20190324,11:20,1006.7,47,5.1
20190324,11:30,1006.9,49,5.1
20190324,11:40,1006.8,47,5.4
20190324,11:50,1006.7,48,5.2
20190324,12:00,1006.6,46,5.5
20190324,12:10,1006.6,45,5.6
20190324,12:20,1006.8,45,6
20190324,12:30,1006.8,44,5.7
20190324,12:40,1006.7,44,5.8
20190324,12:50,1006.8,44,6
20190324,13:00,1006.7,43,5.9
20190324,13:10,1006.7,43,6
20190324,13:20,1006.7,44,5.9
20190324,13:30,1006.7,43,5.8
20190324,13:40,1006.7,45,5.9
20190324,13:50,1006.7,43,6
20190324,14:00,1006.7,42,6
20190324,14:10,1006.7,42,5.9
20190324,14:20,1006.5,42,6
20190324,14:30,1006.5,42,6
20190324,14:40,1006.5,44,6
20190324,14:50,1006.3,43,6
20190324,15:00,1006.2,45,6.2
20190324,15:10,1006.1,45,6.2
20190324,15:20,1006.1,45,6.2
20190324,15:30,1006.1,45,6.1
20190324,15:40,1005.9,45,6
20190324,15:50,1005.8,45,6
20190324,16:00,1005.7,45,5.8
20190324,16:10,1005.7,47,5.5
20190324,16:20,1005.7,48,5.3
20190324,16:30,1005.5,47,5.3
20190324,16:40,1005.4,50,4.7
20190324,16:50,1005.4,51,4.6
20190324,17:00,1005.4,52,4.3
20190324,17:10,1005.4,53,4
20190324,17:20,1005.4,55,3.8
20190324,17:30,1005.3,59,2.9
20190324,17:40,1005.2,62,2.3
20190324,17:50,1005.1,62,2.4
20190324,18:00,1005,61,2.8
20190324,18:10,1005,62,2.8
20190324,18:20,1005.1,63,2.5
20190324,18:30,1004.9,64,2.3
20190324,18:40,1004.9,65,2.1
20190324,18:50,1004.9,66,2
20190324,19:00,1004.9,67,2
20190324,19:10,1004.9,69,1.7
20190324,19:20,1004.8,69,1.7
20190324,19:30,1004.8,72,1.2
20190324,19:40,1004.8,73,1.1
20190324,19:50,1004.8,75,0.7
20190324,20:00,1004.8,76,0.6
20190324,20:10,1004.8,77,0.6
20190324,20:20,1004.7,78,0.4
20190324,20:30,1004.8,81,0
20190324,20:40,1004.7,82,-0.2
20190324,20:50,1004.6,83,-0.1
20190324,21:00,1004.6,82,0.1
20190324,21:10,1004.6,82,0
20190324,21:20,1004.5,83,0.1
20190324,21:30,1004.4,82,0
20190324,21:40,1004.3,82,0.2
20190324,21:50,1004.3,81,0.1
20190324,22:00,1004.4,81,0.2
20190324,22:10,1004.3,81,0
20190324,22:20,1004.3,84,-0.1
20190324,22:30,1004.2,86,-0.5
20190324,22:40,1004.2,87,-0.6
20190324,22:50,1004.2,88,-0.8
20190324,23:00,1004.1,88,-0.9
20190324,23:10,1004.1,89,-0.8
20190324,23:20,1004,89,-1
20190324,23:30,1003.9,90,-1
20190324,23:40,1003.8,89,-1
20190324,23:50,1003.9,89,-1.3
20190325,00:00,1003.8,88,-0.9
20190325,00:10,1003.7,88,-1
20190325,00:20,1003.7,90,-1.6
20190325,00:30,1003.7,92,-2.1
20190325,00:40,1003.7,93,-2.1
20190325,00:50,1003.8,93,-1.9
20190325,01:00,1003.7,93,-1.8
20190325,01:10,1003.7,92,-1.8
20190325,01:20,1003.7,93,-2
20190325,01:30,1003.6,94,-2.2
20190325,01:40,1003.6,95,-2.5
20190325,01:50,1003.5,95,-2.8
20190325,02:00,1003.5,96,-2.8
20190325,02:10,1003.5,97,-2.5
20190325,02:20,1003.5,96,-2.3
20190325,02:30,1003.4,96,-1.8
20190325,02:40,1003.4,95,-1.8
20190325,02:50,1003.4,95,-1.6
20190325,03:00,1003.2,95,-1.5
20190325,03:10,1003.2,95,-1.4
20190325,03:20,1003.1,95,-1.5
20190325,03:30,1003.1,96,-1.6
20190325,03:40,1003,96,-1.5
20190325,03:50,1003.1,96,-1.4
20190325,04:00,1003.1,96,-1.4
20190325,04:10,1003,96,-1.4
20190325,04:20,1003.1,95,-0.9
20190325,04:30,1003.2,92,-0.9
20190325,04:40,1003.2,91,-0.7
20190325,04:50,1003.1,90,-0.5
20190325,05:00,1003.1,91,-0.6
20190325,05:10,1003,92,-0.7
20190325,05:20,1003.1,93,-0.7
20190325,05:30,1003,91,-0.5
20190325,05:40,1002.9,91,-0.3
20190325,05:50,1003,90,-0.1
20190325,06:00,1003,89,0
20190325,06:10,1003.1,88,0.3
20190325,06:20,1002.8,86,0.4
20190325,06:30,1002.9,87,0.5
20190325,06:40,1002.8,85,0.9
20190325,06:50,1003,83,1.2
20190325,07:00,1003,82,1.1
20190325,07:10,1003.1,83,1.1
20190325,07:20,1003.1,82,1.3
20190325,07:30,1003.1,81,1.5
20190325,07:40,1003.1,80,1.8
20190325,07:50,1003.2,78,2.2
20190325,08:00,1003.4,79,2
20190325,08:10,1003.4,79,2
20190325,08:20,1003.4,76,2.7
20190325,08:30,1003.3,74,2.9
20190325,08:40,1003.5,74,2.8
20190325,08:50,1003.6,73,2.8
20190325,09:00,1003.7,73,2.9
20190325,09:10,1003.7,74,3
20190325,09:20,1003.8,68,3.4
20190325,09:30,1003.8,66,3.6
20190325,09:40,1003.9,57,3.7
20190325,09:50,1004,70,2.3
20190325,10:00,1004.3,79,1.7
20190325,10:10,1004.5,83,1.5
20190325,10:20,1004.5,87,1.4
20190325,10:30,1004.6,94,0.5
20190325,10:40,1004.7,97,0
20190325,10:50,1004.6,98,0.3
20190325,11:00,1004.6,97,0.7
20190325,11:10,1004.6,96,0.8
20190325,11:20,1004.6,95,1.1
20190325,11:30,1004.6,95,0.4
20190325,11:40,1004.7,97,0.4
20190325,11:50,1004.6,97,0.5
20190325,12:00,1004.6,95,0.8
20190325,12:10,1004.6,95,0.9
20190325,12:20,1004.6,96,1.1
20190325,12:30,1004.5,93,1.3
20190325,12:40,1004.4,93,1.6
20190325,12:50,1004.4,89,1.5
20190325,13:00,1004.4,89,1.6
20190325,13:10,1004.3,86,2.3
20190325,13:20,1004.2,82,2.9
20190325,13:30,1004.2,84,2.8
20190325,13:40,1004.1,80,2.9
20190325,13:50,1004,76,3
20190325,14:00,1004.2,75,2.9
20190325,14:10,1004.2,83,2
20190325,14:20,1004.2,88,1.5
20190325,14:30,1004,89,1.5
20190325,14:40,1004.1,85,2
20190325,14:50,1004.1,86,2
20190325,15:00,1004.2,84,2.2
20190325,15:10,1004.1,75,2.7
20190325,15:20,1004.1,69,2.9
20190325,15:30,1004.1,65,3
20190325,15:40,1004.1,59,3.1
20190325,15:50,1004.1,56,3.4
20190325,16:00,1004.2,50,3.4
20190325,16:10,1004.4,57,2.7
20190325,16:20,1004.6,61,2.1
20190325,16:30,1004.7,58,2
20190325,16:40,1004.8,65,1.4
20190325,16:50,1004.9,69,1
20190325,17:00,1005,74,0.7
20190325,17:10,1005,77,0.3
20190325,17:20,1005.1,78,0.1
20190325,17:30,1005.2,74,0.3
20190325,17:40,1005.2,80,-0.3
20190325,17:50,1005.3,83,-0.7
20190325,18:00,1005.3,84,-0.7
20190325,18:10,1005.3,86,-0.7
20190325,18:20,1005.3,87,-0.8
20190325,18:30,1005.4,86,-0.6
20190325,18:40,1005.4,87,-1
20190325,18:50,1005.4,85,-1
20190325,19:00,1005.5,85,-1.1
20190325,19:10,1005.5,84,-1
20190325,19:20,1005.6,83,-1.2
20190325,19:30,1005.6,84,-1.3
20190325,19:40,1005.7,81,-1.2
20190325,19:50,1005.6,81,-1.3
20190325,20:00,1005.6,80,-1.4
20190325,20:10,1005.7,80,-1.4
20190325,20:20,1005.7,80,-1.5
20190325,20:30,1005.7,80,-1.6
20190325,20:40,1005.7,80,-1.6
20190325,20:50,1005.7,79,-1.6
20190325,21:00,1005.8,79,-1.6
20190325,21:10,1005.7,79,-1.6
20190325,21:20,1005.7,80,-1.8
20190325,21:30,1005.7,79,-1.6
20190325,21:40,1005.7,80,-1.7
20190325,21:50,1005.7,80,-1.7
20190325,22:00,1005.6,80,-1.5
20190325,22:10,1005.6,79,-1.5
20190325,22:20,1005.6,80,-1.6
20190325,22:30,1005.5,79,-1.6
20190325,22:40,1005.5,80,-1.7
20190325,22:50,1005.4,81,-1.7
20190325,23:00,1005.5,80,-1.6
20190325,23:10,1005.5,81,-1.8
20190325,23:20,1005.3,80,-1.7
20190325,23:30,1005.3,80,-1.7
20190325,23:40,1005.3,80,-1.7
20190325,23:50,1005.3,79,-1.7
20190326,00:00,1005.5,81,-1.8
20190326,00:10,1005.5,82,-1.9
20190326,00:20,1005.5,83,-2
20190326,00:30,1005.5,84,-2
20190326,00:40,1005.6,83,-2
20190326,00:50,1005.6,84,-2.2
20190326,01:00,1005.6,84,-2.2
20190326,01:10,1005.6,84,-2.3
20190326,01:20,1005.5,84,-2.3
20190326,01:30,1005.6,84,-2.4
20190326,01:40,1005.6,83,-2.4
20190326,01:50,1005.5,83,-2.5
20190326,02:00,1005.5,81,-2.3
20190326,02:10,1005.6,81,-2.5
20190326,02:20,1005.6,84,-2.8
20190326,02:30,1005.6,85,-2.9
20190326,02:40,1005.6,84,-2.8
20190326,02:50,1005.6,84,-2.8
20190326,03:00,1005.6,86,-3.2
20190326,03:10,1005.7,87,-3.1
20190326,03:20,1005.8,86,-3.1
20190326,03:30,1005.8,88,-3.5
20190326,03:40,1005.8,86,-3.3
20190326,03:50,1005.9,84,-3.1
20190326,04:00,1006,84,-3.2
20190326,04:10,1006,88,-3.8
20190326,04:20,1006.1,87,-3.5
20190326,04:30,1006.2,85,-3.4
20190326,04:40,1006.3,83,-3.1
20190326,04:50,1006.4,83,-3.2
20190326,05:00,1006.5,84,-3.2
20190326,05:10,1006.5,83,-3.1
20190326,05:20,1006.5,82,-3
20190326,05:30,1006.6,78,-2.7
20190326,05:40,1006.7,75,-2.4
20190326,05:50,1006.8,73,-2.2
20190326,06:00,1006.9,70,-2
20190326,06:10,1007,67,-1.8
20190326,06:20,1007,65,-1.6
20190326,06:30,1007,64,-1.5
20190326,06:40,1007,62,-1.3
20190326,06:50,1007.1,59,-1
20190326,07:00,1007.3,56,-1
20190326,07:10,1007.3,55,-0.7
20190326,07:20,1007.4,52,-0.6
20190326,07:30,1007.3,51,-0.4
20190326,07:40,1007.4,49,-0.4
20190326,07:50,1007.4,49,-0.3
20190326,08:00,1007.6,50,-0.2
20190326,08:10,1007.7,49,-0.3
20190326,08:20,1007.8,47,-0.1
20190326,08:30,1007.8,46,0
20190326,08:40,1008,47,0
20190326,08:50,1008,48,0.1
20190326,09:00,1008.2,48,0.4
20190326,09:10,1008.2,48,0.5
20190326,09:20,1008.3,48,0.9
20190326,09:30,1008.3,46,0.9
20190326,09:40,1008.4,46,1
20190326,09:50,1008.5,46,0.9
20190326,10:00,1008.5,47,1.1
20190326,10:10,1008.6,46,1
20190326,10:20,1008.7,45,1.4
20190326,10:30,1008.8,46,1.5
20190326,10:40,1009,46,1.5
20190326,10:50,1009,47,1.6
20190326,11:00,1009,46,1.9
20190326,11:10,1009,45,1.8
20190326,11:20,1009.3,44,1.9
20190326,11:30,1009.3,44,2.1
20190326,11:40,1009.2,44,2.3
20190326,11:50,1009.4,43,2.3
20190326,12:00,1009.4,42,2.5
20190326,12:10,1009.5,42,2.5
20190326,12:20,1009.6,42,2.6
20190326,12:30,1009.5,42,2.6
20190326,12:40,1009.7,43,2.8
20190326,12:50,1009.9,41,3.1
20190326,13:00,1010.1,42,2.6
20190326,13:10,1010.1,41,2.9
20190326,13:20,1010.2,42,2.9
20190326,13:30,1010.4,42,3
20190326,13:40,1010.5,43,2.9
20190326,13:50,1010.6,41,3.1
20190326,14:00,1010.8,39,2.8
20190326,14:10,1010.8,40,2.9
20190326,14:20,1010.9,39,2.9
20190326,14:30,1011.1,40,3
20190326,14:40,1011.2,36,2.8
20190326,14:50,1011.3,36,2.9
20190326,15:00,1011.4,37,3
20190326,15:10,1011.5,38,3.1
20190326,15:20,1011.7,38,2.8
20190326,15:30,1011.9,39,2.7
20190326,15:40,1012.1,37,2.7
20190326,15:50,1012.2,39,2.4
20190326,16:00,1012.3,41,2.2
20190326,16:10,1012.3,38,2.1
20190326,16:20,1012.5,39,1.8
20190326,16:30,1012.6,38,1.7
20190326,16:40,1012.7,39,1.4
20190326,16:50,1012.8,39,1
20190326,17:00,1012.9,42,0.7
20190326,17:10,1013.1,43,0.4
20190326,17:20,1013.3,42,0.4
20190326,17:30,1013.4,39,0.7
20190326,17:40,1013.6,40,0.5
20190326,17:50,1013.6,41,0.3
20190326,18:00,1013.8,44,-0.1
20190326,18:10,1013.8,43,0
20190326,18:20,1013.8,42,0.1
20190326,18:30,1013.9,45,-0.5
20190326,18:40,1014,47,-0.8
20190326,18:50,1014,46,-0.7
20190326,19:00,1014.2,43,-0.6
20190326,19:10,1014.2,44,-0.7
20190326,19:20,1014.3,43,-0.7
20190326,19:30,1014.3,46,-1.1
20190326,19:40,1014.3,48,-1.4
20190326,19:50,1014.4,49,-1.6
20190326,20:00,1014.5,48,-1.5
20190326,20:10,1014.6,47,-1.5
20190326,20:20,1014.7,47,-1.5
20190326,20:30,1014.7,47,-1.4
20190326,20:40,1014.8,48,-1.5
20190326,20:50,1014.9,49,-1.7
20190326,21:00,1014.9,48,-1.6
20190326,21:10,1015.1,55,-2.3
20190326,21:20,1015.2,55,-2.4
20190326,21:30,1015.3,60,-3.1
20190326,21:40,1015.4,61,-3.3
20190326,21:50,1015.5,62,-3.3
20190326,22:00,1015.6,60,-3
20190326,22:10,1015.7,60,-3.1
20190326,22:20,1015.7,58,-2.7
20190326,22:30,1015.7,56,-2.5
20190326,22:40,1015.8,58,-2.6
20190326,22:50,1015.9,62,-3.1
20190326,23:00,1015.9,60,-2.8
20190326,23:10,1015.9,59,-2.7
20190326,23:20,1015.9,60,-2.8
20190326,23:30,1016,60,-2.9
20190326,23:40,1016.2,63,-3.3
20190326,23:50,1016.3,68,-3.8
20190327,00:00,1016.3,67,-3.8
20190327,00:10,1016.3,68,-3.9
20190327,00:20,1016.3,68,-3.9
20190327,00:30,1016.4,69,-4
20190327,00:40,1016.4,69,-4
20190327,00:50,1016.5,69,-4
20190327,01:00,1016.5,70,-4.1
20190327,01:10,1016.5,71,-4.2
20190327,01:20,1016.5,71,-4.3
20190327,01:30,1016.6,72,-4.4
